name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Aviation Institute of Maintenance-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,391,1,1,0,14,14,0,136,128,8,85,81,4,0,0,0,127,118,9,5,4,1,22,21,1
Aviation Institute of Maintenance-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,247,0,0,0,15,15,0,53,49,4,90,87,3,0,0,0,79,78,1,4,3,1,6,6,0
Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Beauty School-North Austin,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,0,0,3,1,2,12,0,12,17,2,15,0,0,0,84,3,81,0,0,0,0,0,0
Baldwin Beauty School-South Austin,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,0,0,0,0,0,1,0,1,27,2,25,0,0,0,39,3,36,0,0,0,2,0,2
Baptist Health System School of Health Professions,,,,,,,,,,,,,,,,,,,,,,,,,,514,5,2,3,16,3,13,20,5,15,219,53,166,2,0,2,243,42,201,9,5,4,0,0,0
Baptist Missionary Association Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,0,0,0,0,0,29,22,7,1,1,0,0,0,0,38,31,7,0,0,0,0,0,0
Baptist University of the Americas,4,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,259,0,0,0,0,0,0,14,10,4,179,105,74,0,0,0,18,10,8,1,1,0,0,0,0
Barber Institute of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor College of Medicine,389,0,0,0,54,37,17,8,5,3,18,12,6,0,0,0,283,202,81,0,0,0,26,19,7,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor University,415,1,1,0,15,12,3,7,4,3,11,10,1,1,1,0,361,279,82,10,8,2,4,4,0,12575,37,15,22,807,347,460,958,340,618,1679,665,1014,7,4,3,8207,3533,4674,546,214,332,24,10,14
Bella Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK Cosmo College of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,0,0,0,27,1,26,2,1,1,31,0,31,0,0,0,0,0,0
Blinn College,,,,,,,,,,,,,,,,,,,,,,,,,,18106,349,29,320,291,155,136,1915,973,942,2881,1466,1415,15,8,7,11799,5842,5957,457,218,239,399,188,211
Brazosport College,56,1,1,0,2,1,1,2,2,0,2,0,2,0,0,0,49,30,19,0,0,0,0,0,0,4191,11,5,6,25,14,11,278,124,154,1402,675,727,3,3,0,2425,1182,1243,0,0,0,44,38,6
Brite Divinity School,12,1,1,0,2,1,1,0,0,0,1,1,0,0,0,0,8,4,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven College,,,,,,,,,,,,,,,,,,,,,,,,,,13705,59,20,39,1556,740,816,2606,864,1742,4063,1715,2348,4,0,4,4802,2069,2733,99,33,66,445,196,249
Buckner Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,10,9,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Careers Institute of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrington College-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCI Training Center-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,117,1,1,0,3,1,2,67,23,44,15,4,11,1,1,0,28,11,17,1,0,1,1,1,0
Cedar Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,6868,25,9,16,141,75,66,3924,1336,2588,1258,561,697,2,1,1,1295,524,771,47,15,32,161,63,98
Center for Advanced Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,161,0,0,0,4,1,3,39,3,36,48,5,43,0,0,0,70,6,64,0,0,0,0,0,0
Central Texas Beauty College-Round Rock,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,0,0,23,10,13,8,3,5,43,2,41,0,0,0,34,3,31,3,1,2,8,0,8
Central Texas Beauty College-Temple,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,0,0,15,4,11,0,0,0,45,2,43,0,0,0,54,0,54,0,0,0,0,0,0
Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,26995,295,147,148,723,333,390,7484,3626,3858,4892,2638,2254,513,259,254,11327,6316,5011,178,60,118,1495,864,631
CET-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,0,0,0,4,4,0,93,85,8,0,0,0,2,2,0,0,0,0,0,0,0
Chamberlain University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,0,0,7,2,5,52,5,47,13,1,12,0,0,0,24,2,22,0,0,0,17,1,16
Champion Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,0,0,0,0,29,0,29,5,1,4,0,0,0,21,1,20,0,0,0,0,0,0
Charles and Sues School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,16,1,15,0,0,0,0,0,0
Chicago School of Professional Psychology at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco College,37,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,31,17,14,0,0,0,4,1,3,4408,15,6,9,37,13,24,289,145,144,1026,354,672,3,3,0,2470,903,1567,144,71,73,347,167,180
Clarendon College,,,,,,,,,,,,,,,,,,,,,,,,,,1341,21,12,9,6,1,5,80,40,40,291,113,178,0,0,0,933,359,574,0,0,0,0,0,0
Coastal Bend College,,,,,,,,,,,,,,,,,,,,,,,,,,3919,9,4,5,17,9,8,67,36,31,2637,908,1729,3,0,3,1102,402,700,63,27,36,21,7,14
College of Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,214,1,1,0,1,0,1,107,56,51,4,1,3,1,1,0,72,37,35,21,21,0,2,1,1
College of Biblical Studies-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,493,3,1,2,10,6,4,221,119,102,144,77,67,0,0,0,109,66,43,4,3,1,2,0,2
College of the Mainland,61,0,0,0,5,1,4,6,1,5,4,3,1,0,0,0,45,25,20,1,0,1,0,0,0,4168,24,11,13,145,65,80,730,256,474,980,376,604,9,2,7,2165,898,1267,15,6,9,98,42,56
Collin County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,27593,129,55,74,2103,908,1195,3090,1189,1901,4023,1733,2290,49,24,25,16059,7040,9019,686,295,391,343,155,188
Commonwealth Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,211,0,0,0,0,0,0,58,26,32,37,12,25,0,0,0,116,51,65,0,0,0,0,0,0
Concorde Career College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,226,1,0,1,6,2,4,83,8,75,68,7,61,2,1,1,52,5,47,2,1,1,12,2,10
Concorde Career College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,772,6,1,5,23,7,16,331,52,279,153,17,136,2,0,2,232,24,208,14,0,14,11,2,9
Concorde Career College-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,0,0,2,0,2,32,5,27,263,38,225,0,0,0,69,8,61,5,2,3,5,1,4
Concordia University Texas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1502,9,4,5,44,10,34,187,78,109,291,97,194,0,0,0,870,322,548,0,0,0,101,38,63
Cortiva Institute-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortiva Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortiva Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmetology Academy of Texarkana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmetology Career Center LLC,,,,,,,,,,,,,,,,,,,,,,,,,,543,8,0,8,10,2,8,30,1,29,50,5,45,2,0,2,165,11,154,5,0,5,272,19,253
Covenant School of Nursing and Allied Health,,,,,,,,,,,,,,,,,,,,,,,,,,301,3,0,3,8,2,6,8,1,7,49,12,37,1,0,1,222,34,188,6,2,4,4,0,4
Criswell College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culinary Institute Inc,,,,,,,,,,,,,,,,,,,,,,,,,,536,2,1,1,20,3,17,115,60,55,182,84,98,1,0,1,209,104,105,3,2,1,3,2,1
CyberTex Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3485,37,8,29,64,20,44,593,176,417,350,126,224,4,0,4,2156,965,1191,0,0,0,0,0,0
Dallas Barber & Stylist College,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,0,0,0,0,0,115,70,45,30,30,0,0,0,0,25,25,0,0,0,0,0,0,0
Dallas Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,322,5,2,3,2,0,2,65,42,23,58,39,19,0,0,0,167,89,78,8,4,4,13,7,6
Dallas County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,156,2,2,0,1,0,1,42,24,18,23,9,14,0,0,0,88,43,45,0,0,0,0,0,0
Dallas Nursing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,1124,1,0,1,9,2,7,643,145,498,74,12,62,0,0,0,107,13,94,3,1,2,287,75,212
Dallas Theological Seminary,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41,39,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,186,0,0,0,6,5,1,5,1,4,48,22,26,0,0,0,127,73,54,0,0,0,0,0,0,12071,150,74,76,259,118,141,448,188,260,6637,2754,3883,0,0,0,3600,1541,2059,0,0,0,962,440,522
Deluxe Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamonds Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,59,2,0,2,1,0,1,5,4,1,2,0,2,0,0,0,49,1,48,0,0,0,0,0,0
DuVall's School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,104,1,0,1,0,0,0,9,0,9,11,0,11,0,0,0,80,2,78,1,0,1,2,0,2
East Texas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1188,9,4,5,8,4,4,226,128,98,113,54,59,0,0,0,784,351,433,23,11,12,3,3,0
Eastfield College,,,,,,,,,,,,,,,,,,,,,,,,,,13885,71,32,39,535,269,266,3704,1097,2607,4848,2012,2836,10,7,3,4311,1841,2470,67,24,43,322,150,172
El Centro College,,,,,,,,,,,,,,,,,,,,,,,,,,12028,66,17,49,552,204,348,4160,1143,3017,4075,1363,2712,4,2,2,2750,946,1804,79,25,54,294,107,187
El Paso Community College,281,0,0,0,4,1,3,8,2,6,138,70,68,0,0,0,131,62,69,0,0,0,0,0,0,30723,115,56,59,261,113,148,684,314,370,26178,11027,15151,30,15,15,2558,1121,1437,2,0,2,226,108,118
Episcopal Theological Seminary of the Southwest,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,5,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,0,0,0,0,3,0,3,23,0,23,0,0,0,54,3,51,0,0,0,1,0,1
Florida Career College-Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,124,0,0,0,0,0,0,67,7,60,25,6,19,0,0,0,32,22,10,0,0,0,0,0,0
Fortis College,,,,,,,,,,,,,,,,,,,,,,,,,,724,2,0,2,4,1,3,311,46,265,281,53,228,0,0,0,47,7,40,6,1,5,71,14,57
Fortis College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,479,5,0,5,12,8,4,162,21,141,184,32,152,0,0,0,106,17,89,7,2,5,3,2,1
Fortis Institute,,,,,,,,,,,,,,,,,,,,,,,,,,581,1,0,1,3,1,2,129,16,113,240,22,218,0,0,0,39,5,34,0,0,0,168,22,146
Frank Phillips College,,,,,,,,,,,,,,,,,,,,,,,,,,1040,15,7,8,5,0,5,45,26,19,251,98,153,0,0,0,661,282,379,0,0,0,40,18,22
GA Beauty & Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galen College of Nursing-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,833,4,1,3,22,7,15,89,17,72,351,52,299,0,0,0,252,29,223,13,1,12,102,21,81
Galveston College,28,0,0,0,1,1,0,4,1,3,4,2,2,0,0,0,19,12,7,0,0,0,0,0,0,2222,14,6,8,61,25,36,426,147,279,608,246,362,1,0,1,997,447,550,7,1,6,104,47,57
Gemini School of Visual Arts & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayson College,,,,,,,,,,,,,,,,,,,,,,,,,,5207,137,54,83,44,18,26,344,135,209,539,225,314,8,3,5,3721,1412,2309,382,137,245,14,9,5
Guidance College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallmark University,,,,,,,,,,,,,,,,,,,,,,,,,,798,2,1,1,7,4,3,109,74,35,409,263,146,3,2,1,236,154,82,24,14,10,6,5,1
Hands on Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,0,0,0,19,6,13,13,3,10,0,0,0,40,11,29,0,0,0,0,0,0
Hardin-Simmons University,98,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,97,64,33,0,0,0,0,0,0,1910,16,10,6,43,29,14,117,85,32,251,123,128,3,1,2,1367,579,788,23,9,14,62,30,32
Hill College,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4322,18,8,10,5,2,3,210,85,125,518,224,294,0,0,0,3075,1177,1898,419,171,248,62,30,32
Houston Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2088,4,2,2,272,94,178,373,95,278,568,176,392,11,4,7,605,249,356,125,45,80,55,23,32
Houston Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Community College,,,,,,,,,,,,,,,,,,,,,,,,,,63015,131,54,77,6079,2896,3183,19970,6837,13133,18912,7807,11105,193,99,94,10475,4896,5579,720,308,412,681,303,378
Houston Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston International College Cardiotech Ultrasound School,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,0,0,21,8,13,19,5,14,9,2,7,0,0,0,12,5,7,0,0,0,0,0,0
Houston School of Carpentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Training School-Gulfgate,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,0,0,1,0,1,55,2,53,226,7,219,0,0,0,1,0,1,0,0,0,0,0,0
Houston Training School-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,199,0,0,0,0,0,0,86,2,84,111,3,108,0,0,0,2,0,2,0,0,0,0,0,0
Houston Training Schools-Gessner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard College,,,,,,,,,,,,,,,,,,,,,,,,,,4478,18,7,11,39,17,22,141,58,83,1902,660,1242,7,3,4,2217,863,1354,142,51,91,8,4,4
Howard Payne University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,1183,14,9,5,4,2,2,82,56,26,204,100,104,4,3,1,802,381,421,9,5,4,60,31,29
Huston-Tillotson University,9,0,0,0,0,0,0,5,1,4,0,0,0,3,0,3,1,1,0,0,0,0,0,0,0,859,0,0,0,2,1,1,591,267,324,168,94,74,0,0,0,49,37,12,13,5,8,4,1,3
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,16,8,8,0,0,0,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,0,0,0,0,0,0,18,2,16,0,0,0,7,2,5,0,0,0,1,1,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,7,2,5,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0
International Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,26,3,23,8,1,7,3,0,3,0,0,0,5,1,4,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,328,1,0,1,2,1,1,4,3,1,282,120,162,0,0,0,13,4,9,0,0,0,26,4,22
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,367,1,0,1,0,0,0,8,5,3,345,102,243,0,0,0,12,7,5,0,0,0,1,0,1
Jacksonville College-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,457,0,0,0,3,2,1,95,32,63,97,37,60,0,0,0,245,87,158,8,3,5,0,0,0
Jarvis Christian College,5,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,511,0,0,0,0,0,0,478,264,214,5,4,1,0,0,0,22,14,8,0,0,0,0,0,0
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,0,0,0,0,0,121,80,41,0,0,0,0,0,0,8,8,0,0,0,0,10,0,10
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,185,1,1,0,3,1,2,82,45,37,31,20,11,0,0,0,66,39,27,0,0,0,2,0,2
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,6391,35,14,21,48,23,25,1280,444,836,693,276,417,3,2,1,4050,1518,2532,167,59,108,32,8,24
Lamar Institute of Technology,57,0,0,0,0,0,0,3,2,1,4,2,2,0,0,0,50,24,26,0,0,0,0,0,0,3580,18,10,8,78,47,31,1339,619,720,304,161,143,1,0,1,1621,883,738,2,0,2,217,124,93
Lamar State College-Orange,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,7,11,0,0,0,0,0,0,2760,12,5,7,42,18,24,535,109,426,149,50,99,0,0,0,2021,594,1427,0,0,0,1,1,0
Lamar State College-Port Arthur,29,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,27,9,18,0,0,0,0,0,0,2511,11,4,7,156,61,95,881,207,674,415,151,264,6,2,4,976,318,658,29,8,21,34,9,25
Lamar University,205,0,0,0,35,28,7,6,2,4,3,1,2,0,0,0,161,101,60,0,0,0,0,0,0,9942,68,30,38,374,180,194,3132,1081,2051,776,355,421,0,0,0,5182,2259,2923,0,0,0,333,152,181
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,0,0,1,0,1,25,11,14,217,91,126,0,0,0,38,18,20,1,1,0,7,2,5
Laredo Beauty College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,186,0,0,0,0,0,0,0,0,0,186,9,177,0,0,0,0,0,0,0,0,0,0,0,0
Laredo CHI Academy Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laredo College,133,0,0,0,5,2,3,1,1,0,98,59,39,0,0,0,21,15,6,2,2,0,6,3,3,10076,2,2,0,30,12,18,14,5,9,9651,4232,5419,3,0,3,165,86,79,1,0,1,95,42,53
Lee College,,,,,,,,,,,,,,,,,,,,,,,,,,6416,12,9,3,82,40,42,1151,489,662,2065,964,1101,0,0,0,2884,1404,1480,58,19,39,112,43,69
