name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Manuel and Theresa's School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel and Theresa's School of Hair Design-Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,10,2,8,24,1,23,0,0,0,20,0,20,0,0,0,0,0,0
Manuel and Theresa's School of Hair Design-Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAllen Careers Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLennan Community College,99,0,0,0,2,2,0,8,3,5,5,3,2,0,0,0,84,38,46,0,0,0,0,0,0,9913,39,14,25,121,51,70,1758,526,1232,1934,625,1309,6,1,5,5956,2147,3809,11,6,5,88,28,60
McMurry University,36,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,32,21,11,0,0,0,0,0,0,1414,9,3,6,4,1,3,206,126,80,274,142,132,2,2,0,847,420,427,47,22,25,20,13,7
MediaTech Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,195,2,1,1,4,4,0,51,49,2,25,23,2,0,0,0,108,101,7,0,0,0,5,4,1
MediaTech Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,141,1,1,0,0,0,0,45,40,5,36,34,2,1,1,0,57,53,4,0,0,0,0,0,0
Messenger College,,,,,,,,,,,,,,,,,,,,,,,,,,89,3,2,1,0,0,0,2,0,2,1,1,0,0,0,0,79,43,36,4,2,2,0,0,0
Miami International University of Art & Design-Art Institute Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,2241,20,7,13,54,26,28,238,123,115,245,178,67,1,1,0,766,329,437,6,2,4,901,333,568
Michael's Barber & Hair Stylist Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid Cities Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,0,0,0,14,11,3,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0
Midland College,,,,,,,,,,,,,,,,,,,,,,,,,,6347,19,11,8,117,49,68,330,128,202,1781,703,1078,1,0,1,3096,1365,1731,377,153,224,612,274,338
Midwestern State University,110,1,0,1,2,2,0,2,1,1,5,3,2,0,0,0,92,65,27,3,2,1,0,0,0,5712,57,21,36,184,80,104,721,331,390,526,236,290,9,6,3,3618,1497,2121,79,34,45,97,49,48
Milan Institute of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,0,0,1,0,1,19,6,13,134,15,119,0,0,0,84,8,76,4,1,3,1,0,1
Milan Institute of Cosmetology-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,0,0,0,0,0,1,0,1,39,3,36,1,0,1,2,0,2,0,0,0,1,0,1
Milan Institute of Cosmetology-San Antonio Military,,,,,,,,,,,,,,,,,,,,,,,,,,235,0,0,0,0,0,0,7,0,7,212,11,201,0,0,0,13,1,12,0,0,0,3,0,3
Milan Institute-Amarillo,,,,,,,,,,,,,,,,,,,,,,,,,,220,0,0,0,1,0,1,24,1,23,105,7,98,0,0,0,74,2,72,0,0,0,16,1,15
Milan Institute-San Antonio Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,318,0,0,0,3,1,2,27,3,24,226,21,205,1,0,1,44,3,41,0,0,0,17,1,16
Mission Beauty Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana Barber Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View College,,,,,,,,,,,,,,,,,,,,,,,,,,8460,34,14,20,386,189,197,2303,765,1538,4260,1805,2455,3,3,0,1263,593,670,16,10,6,170,97,73
Mystros Barber Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,298,3,2,1,3,2,1,113,45,68,49,13,36,1,1,0,107,26,81,15,4,11,7,1,6
National American University-Career Point College Teachout Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Killeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Images Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navarro College,,,,,,,,,,,,,,,,,,,,,,,,,,10166,71,29,42,26,14,12,2171,925,1246,1492,564,928,66,28,38,6151,2277,3874,21,7,14,4,1,3
Neecee's Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neilson Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,0,0,0,0,2,0,2,60,1,59,0,0,0,0,0,0,0,0,0,1,0,1
North American University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,9462,56,19,37,156,76,80,626,241,385,1418,596,822,2,2,0,6676,2817,3859,361,140,221,77,26,51
North Lake College,,,,,,,,,,,,,,,,,,,,,,,,,,12018,56,32,24,1663,861,802,2014,780,1234,3344,1397,1947,9,5,4,4131,1884,2247,57,21,36,421,203,218
Northeast Lakeview College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Texas Community College,,,,,,,,,,,,,,,,,,,,,,,,,,3220,14,2,12,17,10,7,400,129,271,659,257,402,3,2,1,1996,697,1299,109,41,68,19,10,9
Northwest Educational Center,,,,,,,,,,,,,,,,,,,,,,,,,,308,0,0,0,10,5,5,137,21,116,138,18,120,0,0,0,13,5,8,0,0,0,4,0,4
Northwest Vista College,69,0,0,0,0,0,0,2,2,0,23,15,8,0,0,0,43,24,19,0,0,0,1,1,0,15921,40,16,24,528,244,284,966,442,524,7938,3494,4444,0,0,0,5772,2686,3086,235,96,139,431,212,219
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,0,0,0,1,0,1,47,8,39,0,0,0,16,2,14,0,0,0,0,0,0
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,0,0,0,3,0,3,68,7,61,0,0,0,7,2,5,0,0,0,0,0,0
Oblate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,327,3,3,0,3,2,1,70,67,3,58,56,2,0,0,0,193,191,2,0,0,0,0,0,0
Odessa College,,,,,,,,,,,,,,,,,,,,,,,,,,5225,25,12,13,0,0,0,201,89,112,2748,1084,1664,48,27,21,2169,833,1336,0,0,0,2,0,2
Ogle School Hair Skin Nails-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,0,0,10,1,9,88,5,83,58,3,55,0,0,0,112,4,108,5,0,5,4,0,4
Ogle School Hair Skin Nails-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,289,2,0,2,3,0,3,117,8,109,79,4,75,0,0,0,60,7,53,8,1,7,20,0,20
Ogle School Hair Skin Nails-Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogle School Hair Skin Nails-Ft Worth,,,,,,,,,,,,,,,,,,,,,,,,,,527,2,0,2,10,0,10,115,4,111,105,8,97,0,0,0,267,20,247,23,1,22,5,0,5
Ogle School Hair Skin Nails-Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,185,2,1,1,5,1,4,19,0,19,45,1,44,0,0,0,108,8,100,4,0,4,2,0,2
Ogle School Hair Skin Nails-North Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogle School Hair Skin Nails-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ogle School Hair Skin Nails-Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady of the Lake University,,,,,,,,,,,,,,,,,,,,,,,,,,1588,16,6,10,12,2,10,123,32,91,996,252,744,7,0,7,272,76,196,17,3,14,124,38,86
Palo Alto College,95,1,1,0,1,0,1,6,4,2,35,19,16,0,0,0,52,26,26,0,0,0,0,0,0,8965,24,10,14,64,26,38,207,88,119,5997,2280,3717,0,0,0,2355,915,1440,66,23,43,252,93,159
Panola College,,,,,,,,,,,,,,,,,,,,,,,,,,2322,16,8,8,16,5,11,463,100,363,140,41,99,0,0,0,1647,545,1102,12,5,7,0,0,0
Paris Junior College,,,,,,,,,,,,,,,,,,,,,,,,,,6197,98,41,57,66,29,37,789,302,487,431,167,264,2,2,0,4674,1801,2873,30,13,17,105,38,67
Parker University,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,0,1,1,1,0,21,6,15,18,12,6,0,0,0,91,51,40,2,0,2,13,8,5
Paul Mitchell the School-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Mitchell the School-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,0,3,1,2,22,0,22,62,8,54,0,0,0,111,8,103,0,0,0,2,0,2
Paul Mitchell the School-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,271,0,0,0,12,2,10,46,4,42,78,7,71,0,0,0,113,6,107,1,0,1,20,4,16
Paul Mitchell the School-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,259,6,1,5,2,0,2,10,1,9,159,11,148,0,0,0,79,4,75,1,0,1,1,0,1
Paul Mitchell the School-Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Quinn College,,,,,,,,,,,,,,,,,,,,,,,,,,219,0,0,0,0,0,0,210,106,104,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0
PCCenter,,,,,,,,,,,,,,,,,,,,,,,,,,86,0,0,0,0,0,0,69,3,66,12,1,11,0,0,0,5,0,5,0,0,0,0,0,0
PCI Health Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,989,1,0,1,19,3,16,279,26,253,489,49,440,0,0,0,193,19,174,0,0,0,7,0,7
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,1,0,1,20,1,19,9,1,8,0,0,0,5,0,5,0,0,0,0,0,0
Pima Medical Institute-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pima Medical Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,10,7,3,7,4,3,13,9,4,0,0,0,22,9,13,0,0,0,0,0,0
Pima Medical Institution-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipo Academy of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,6,0,6,0,0,0
Platt College-Edge Tech Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platt College-STVT-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,1214,3,2,1,2,0,2,62,40,22,914,605,309,1,0,1,164,100,64,3,1,2,65,38,27
Platt College-STVT-McAllen,,,,,,,,,,,,,,,,,,,,,,,,,,1444,4,1,3,0,0,0,2,2,0,921,299,622,0,0,0,22,6,16,1,0,1,494,147,347
Platt College-STVT-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,2,2,0,19,16,3,0,0,0,12,11,1,0,0,0,0,0,0
Prairie View A & M University,143,0,0,0,35,32,3,76,54,22,3,2,1,0,0,0,21,15,6,0,0,0,0,0,0,6931,11,2,9,174,83,91,6114,2564,3550,328,118,210,0,0,0,179,74,105,0,0,0,52,16,36
Preparing People Barber Styling College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Career Training Institute,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,0,0,4,4,0,53,44,9,16,15,1,0,0,0,8,8,0,0,0,0,0,0,0
Quest College,,,,,,,,,,,,,,,,,,,,,,,,,,412,0,0,0,1,0,1,26,3,23,114,12,102,0,0,0,32,5,27,0,0,0,239,43,196
Ranger College,,,,,,,,,,,,,,,,,,,,,,,,,,1616,9,5,4,2,1,1,81,51,30,328,157,171,0,0,0,1105,511,594,0,0,0,88,40,48
Remington College-Dallas Campus,,,,,,,,,,,,,,,,,,,,,,,,,,1324,3,0,3,10,4,6,466,116,350,478,129,349,1,0,1,357,76,281,8,2,6,1,1,0
Remington College-Fort Worth Campus,,,,,,,,,,,,,,,,,,,,,,,,,,754,2,0,2,15,7,8,212,51,161,207,52,155,1,0,1,300,56,244,14,5,9,3,1,2
Remington College-Houston Southeast Campus,,,,,,,,,,,,,,,,,,,,,,,,,,414,4,0,4,6,3,3,81,14,67,147,20,127,0,0,0,163,19,144,13,1,12,0,0,0
Remington College-North Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,722,2,0,2,7,2,5,258,45,213,328,77,251,2,1,1,113,13,100,12,2,10,0,0,0
Rice University,388,0,0,0,38,28,10,7,6,1,15,13,2,0,0,0,328,255,73,0,0,0,0,0,0,3529,13,8,5,740,370,370,245,113,132,400,208,192,6,3,3,1522,837,685,192,96,96,52,32,20
Richland College,,,,,,,,,,,,,,,,,,,,,,,,,,19201,84,34,50,3038,1429,1609,3975,1557,2418,4476,1890,2586,16,4,12,6608,3157,3451,85,38,47,737,353,384
Rio Grande Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Edward's University,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,36,21,0,0,0,0,0,0,4476,34,17,17,106,41,65,192,83,109,1393,508,885,4,2,2,2346,937,1409,102,45,57,151,55,96
Salon & Spa Institute,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,0,0,0,0,0,0,0,0,161,6,155,0,0,0,7,1,6,0,0,0,2,0,2
Salon Boutique Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salon Professional Academy of San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Houston State University,268,1,1,0,16,11,5,5,3,2,9,5,4,0,0,0,236,158,78,0,0,0,0,0,0,14689,75,36,39,196,90,106,2358,903,1455,2296,921,1375,6,3,3,9432,4230,5202,140,62,78,35,19,16
San Antonio College,314,2,1,1,11,5,6,20,6,14,77,39,38,0,0,0,202,119,83,0,0,0,2,0,2,25269,91,49,42,703,316,387,1422,604,818,12332,5101,7231,0,0,0,9493,3927,5566,314,144,170,898,397,501
San Jacinto Community College,,,,,,,,,,,,,,,,,,,,,,,,,,28549,126,58,68,1477,713,764,2914,1088,1826,11614,4888,6726,50,20,30,10711,4798,5913,346,152,194,629,327,302
School of Automotive Machinists & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,119,2,2,0,0,0,0,6,6,0,21,21,0,0,0,0,83,83,0,2,2,0,0,0,0
Schreiner University,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,6,0,0,0,0,0,0,1043,2,0,2,8,5,3,42,26,16,251,107,144,0,0,0,706,307,399,29,16,13,0,0,0
Sebring Career Schools-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,0,0,91,13,78,3,0,3,3,1,2,0,0,0,12,1,11,0,0,0,0,0,0
Sebring Career Schools-Huntsville,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,9,3,6,8,1,7,0,0,0,25,1,24,0,0,0,0,0,0
Seguin Beauty School-New Braunfels,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,31,2,29,0,0,0,0,0,0
Seguin Beauty School-Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,0,0,0,5,2,3,23,2,21,0,0,0,11,0,11,0,0,0,0,0,0
South Plains College,,,,,,,,,,,,,,,,,,,,,,,,,,9900,62,27,35,104,49,55,471,199,272,2960,1207,1753,5,5,0,4871,2289,2582,0,0,0,1358,679,679
South Texas Barber College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,0,0,0,9,8,1,36,25,11,0,0,0,1,0,1,0,0,0,0,0,0
South Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,27692,2,2,0,62,24,38,24,15,9,24002,10131,13871,1,1,0,185,90,95,2,2,0,2544,1187,1357
South Texas College of Law Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Texas Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,0,0,0,0,0,0,0,43,7,36,0,0,0,0,0,0,0,0,0,0,0,0
South Texas Vocational Technical Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,941,1,0,1,0,0,0,1,1,0,838,255,583,0,0,0,9,3,6,1,1,0,91,32,59
South Texas Vocational Technical Institute-Weslaco,,,,,,,,,,,,,,,,,,,,,,,,,,880,0,0,0,0,0,0,3,3,0,772,355,417,0,0,0,8,3,5,0,0,0,97,50,47
South University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southeast Texas Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,134,1,0,1,1,0,1,6,0,6,3,0,3,0,0,0,123,4,119,0,0,0,0,0,0
Southern Careers Institute-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,0,0,3,0,3,39,3,36,64,1,63,0,0,0,33,2,31,3,0,3,0,0,0
Southern Careers Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,1,0,1,97,6,91,0,0,0,0,0,0,2,0,2,0,0,0
Southern Careers Institute-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,0,0,2,0,2,22,2,20,104,6,98,0,0,0,25,2,23,5,1,4,0,0,0
Southern Careers Institute-Harlingen,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,0,0,0,0,0,2,0,2,125,8,117,0,0,0,3,0,3,2,0,2,0,0,0
Southern Careers Institute-Pharr,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,0,0,0,0,0,4,1,3,143,22,121,0,0,0,3,1,2,4,1,3,0,0,0
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,0,0,5,3,2,42,8,34,210,23,187,0,0,0,43,8,35,13,2,11,0,0,0
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Careers Institute-Waco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist University,348,0,0,0,24,18,6,11,6,5,15,13,2,0,0,0,294,219,75,2,1,1,0,0,0,6192,39,19,20,363,150,213,326,160,166,596,252,344,30,10,20,4334,2024,2310,41,14,27,64,37,27
Southern Texas Careers Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Collegiate Institute for the Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,1,0,4,2,2,7,5,2,19,11,8,0,0,0,55,23,32,14,8,6,0,0,0
Southwest School of Business and Technical Careers-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,518,0,0,0,0,0,0,63,7,56,380,15,365,0,0,0,75,7,68,0,0,0,0,0,0
Southwest Texas Junior College,,,,,,,,,,,,,,,,,,,,,,,,,,6235,29,11,18,24,13,11,96,82,14,5099,2014,3085,2,2,0,860,445,415,6,1,5,108,57,51
Southwest University at El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,616,0,0,0,0,0,0,23,13,10,503,191,312,0,0,0,76,38,38,0,0,0,14,4,10
Southwestern Adventist University,21,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,19,14,5,0,0,0,0,0,0,762,3,1,2,47,18,29,94,36,58,165,59,106,8,2,6,176,78,98,11,6,5,205,111,94
Southwestern Assemblies of God University,,,,,,,,,,,,,,,,,,,,,,,,,,1742,20,10,10,25,17,8,159,116,43,324,144,180,5,2,3,1186,589,597,0,0,0,8,3,5
Southwestern Baptist Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Christian College,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,224,0,0,0,0,0,0,199,103,96,3,1,2,0,0,0,3,0,3,0,0,0,0,0,0
Southwestern University,,,,,,,,,,,,,,,,,,,,,,,,,,1373,10,3,7,52,21,31,41,14,27,248,89,159,0,0,0,1003,405,598,0,0,0,15,7,8
St Philip's College,135,1,0,1,1,0,1,20,10,10,30,18,12,0,0,0,80,51,29,2,2,0,1,1,0,10828,31,18,13,206,92,114,1471,509,962,5180,2449,2731,0,0,0,3462,1479,1983,174,58,116,284,130,154
St. Mary's University,,,,,,,,,,,,,,,,,,,,,,,,,,2437,6,4,2,77,29,48,95,39,56,1697,664,1033,6,0,6,436,214,222,0,0,0,64,39,25
Star College of Cosmetology 2,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,0,0,0,13,0,13,4,0,4,0,0,0,59,3,56,0,0,0,0,0,0
Stephen F Austin State University,215,1,1,0,0,0,0,4,2,2,5,2,3,0,0,0,202,135,67,3,1,2,0,0,0,11354,66,28,38,105,41,64,2719,990,1729,1118,437,681,1,0,1,6876,2674,4202,66,20,46,296,114,182
Strand Institute of Beauty & Esthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strayer University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,274,1,0,1,8,3,5,135,42,93,24,11,13,0,0,0,72,36,36,24,8,16,10,4,6
Sul Ross State University,72,1,1,0,3,3,0,1,1,0,6,4,2,0,0,0,59,40,19,2,1,1,0,0,0,2237,8,3,5,10,4,6,114,100,14,1425,500,925,2,1,1,497,241,256,22,8,14,147,93,54
Tarleton State University,122,3,3,0,5,5,0,0,0,0,3,3,0,0,0,0,111,72,39,0,0,0,0,0,0,9132,73,26,47,67,33,34,799,331,468,1073,438,635,20,7,13,6839,2819,4020,181,72,109,22,10,12
Tarrant County College District,290,5,0,5,14,11,3,30,11,19,15,9,6,0,0,0,226,107,119,0,0,0,0,0,0,49108,247,106,141,2970,1346,1624,8454,2877,5577,10854,4485,6369,48,18,30,25626,11188,14438,107,50,57,359,152,207
Temple College,46,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,43,20,23,0,0,0,0,0,0,5966,44,19,25,80,28,52,1127,348,779,1203,391,812,16,7,9,3342,1179,2163,3,2,1,139,54,85
Texarkana College,,,,,,,,,,,,,,,,,,,,,,,,,,4695,21,9,12,39,12,27,911,309,602,150,66,84,45,13,32,3387,1355,2032,130,64,66,6,1,5
Texas A & M International University,,,,,,,,,,,,,,,,,,,,,,,,,,5823,7,5,2,37,18,19,41,18,23,5400,2185,3215,0,0,0,121,50,71,4,2,2,76,36,40
Texas A & M University-College Station,1341,5,4,1,151,133,18,34,24,10,64,46,18,0,0,0,1074,868,206,0,0,0,0,0,0,39148,148,82,66,1768,1058,710,1138,563,575,6219,3162,3057,51,30,21,28346,14767,13579,801,416,385,58,35,23
Texas A & M University-Commerce,74,1,1,0,5,4,1,5,3,2,1,0,1,0,0,0,61,44,17,1,0,1,0,0,0,6597,82,29,53,109,50,59,1114,457,657,762,324,438,3,1,2,4442,1715,2727,1,0,1,15,7,8
Texas A & M University-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,8054,43,15,28,233,100,133,411,156,255,3328,1239,2089,0,0,0,3674,1575,2099,19,9,10,78,38,40
Texas A & M University-Kingsville,157,1,1,0,19,17,2,3,3,0,22,17,5,0,0,0,110,78,32,0,0,0,0,0,0,7605,31,12,19,21,11,10,499,314,185,5040,2201,2839,3,3,0,1661,890,771,19,12,7,237,113,124
Texas A & M University-System Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M University-Central Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M University-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M University-Texarkana,36,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,31,16,15,0,0,0,0,0,0,1296,14,1,13,14,6,8,191,40,151,120,29,91,0,0,0,914,293,621,12,2,10,29,8,21
Texas Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,1336,1,0,1,2,1,1,1070,735,335,164,127,37,0,0,0,86,17,69,0,0,0,13,3,10
Texas Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,138,1,0,1,94,21,73,8,1,7,14,1,13,6,0,6,3,2,1,0,0,0,3,2,1
Texas Chiropractic College Foundation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Christian University,276,1,0,1,12,8,4,7,3,4,10,7,3,0,0,0,246,162,84,0,0,0,0,0,0,7853,63,22,41,188,73,115,382,174,208,770,292,478,15,5,10,5808,2306,3502,39,16,23,189,90,99
Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,891,0,0,0,0,0,0,756,396,360,105,56,49,0,0,0,23,18,5,0,0,0,3,1,2
Texas College of Cosmetology-Abilene,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,9,3,6,28,3,25,0,0,0,63,3,60,0,0,0,0,0,0
Texas College of Cosmetology-Lubbock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas College of Cosmetology-San Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,0,0,0,3,0,3,34,6,28,0,0,0,25,0,25,0,0,0,0,0,0
Texas Health and Science University,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,0,0,25,11,14,2,2,0,6,0,6,0,0,0,54,18,36,0,0,0,4,1,3
