name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Amarillo College,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,21,27,0,0,0,0,0,0,10259,50,20,30,298,125,173,550,199,351,4190,1454,2736,6,4,2,4872,1826,3046,189,63,126,104,45,59
Amberton University,,,,,,,,,,,,,,,,,,,,,,,,,,217,1,1,0,11,2,9,50,14,36,23,7,16,0,0,0,110,48,62,0,0,0,3,1,2
American College of Acupuncture and Oriental Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American InterContinental University-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,285,2,0,2,4,4,0,113,45,68,20,10,10,1,1,0,25,14,11,1,1,0,119,51,68
Angelina College,,,,,,,,,,,,,,,,,,,,,,,,,,5215,27,11,16,51,19,32,635,195,440,1359,591,768,3,2,1,2978,1155,1823,160,70,90,0,0,0
Angelo State University,133,2,1,1,7,5,2,6,2,4,8,3,5,0,0,0,110,75,35,0,0,0,0,0,0,8719,43,14,29,128,59,69,491,272,219,3038,1242,1796,12,7,5,4553,2058,2495,240,117,123,8,5,3
Ann Webb Skin Institute,,,,,,,,,,,,,,,,,,,,,,,,,,84,1,0,1,2,0,2,6,0,6,17,1,16,0,0,0,46,0,46,7,0,7,5,0,5
AOMA Graduate School of Integrative Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,160,2,1,1,1,0,1,36,23,13,28,19,9,1,1,0,90,46,44,0,0,0,1,0,1
Arlington Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,232,0,0,0,0,0,0,76,9,67,83,3,80,1,0,1,72,4,68,0,0,0,0,0,0
Astrodome Career Centers,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,0,0,1,0,1,9,0,9,70,5,65,0,0,0,2,0,2,0,0,0,0,0,0
Auguste Escoffier School of Culinary Arts-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,490,2,0,2,5,3,2,71,37,34,124,69,55,1,0,1,137,75,62,53,27,26,96,42,54
Austin College,67,1,1,0,2,1,1,1,0,1,5,2,3,0,0,0,57,44,13,0,0,0,0,0,0,1214,7,6,1,161,65,96,103,58,45,259,120,139,0,0,0,600,304,296,52,28,24,3,2,1
Austin Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,40803,283,146,137,2047,958,1089,3041,1218,1823,14733,6171,8562,86,44,42,18121,8466,9655,1555,739,816,324,143,181
Austin Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,9,7,2,4,4,0,0,0,0,9,6,3,0,0,0,0,0,0
Austin Presbyterian Theological Seminary,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Aveda Arts & Sciences Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,183,0,0,0,1,0,1,7,0,7,100,3,97,0,0,0,70,0,70,0,0,0,5,1,4
Avenue Five Institute,,,,,,,,,,,,,,,,,,,,,,,,,,295,0,0,0,4,0,4,32,3,29,73,5,68,2,0,2,124,7,117,29,4,25,31,3,28
Avenue Five Institute-South Austin Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation Institute of Maintenance-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,479,2,2,0,34,33,1,112,100,12,114,108,6,4,4,0,166,160,6,20,20,0,5,4,1
Aviation Institute of Maintenance-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,289,1,1,0,20,19,1,71,65,6,99,91,8,1,1,0,66,61,5,6,6,0,5,5,0
Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Beauty School-North Austin,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,3,0,3,9,0,9,23,1,22,0,0,0,55,1,54,0,0,0,4,0,4
Baldwin Beauty School-South Austin,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,0,0,0,0,0,4,1,3,32,2,30,0,0,0,38,2,36,1,0,1,2,0,2
Baptist Health System School of Health Professions,,,,,,,,,,,,,,,,,,,,,,,,,,658,6,1,5,34,10,24,38,7,31,287,49,238,3,0,3,246,43,203,44,8,36,0,0,0
Baptist Missionary Association Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,0,1,1,0,10,9,1,12,10,2,0,0,0,36,32,4,0,0,0,1,1,0
Baptist University of the Americas,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,1,1,0,106,47,59,0,0,0,12,6,6,0,0,0,0,0,0
Barber Institute of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,2,2,0,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0
Baylor College of Medicine,397,0,0,0,69,48,21,12,7,5,24,15,9,0,0,0,239,166,73,3,1,2,50,42,8,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor University,521,1,1,0,33,26,7,12,6,6,19,14,5,1,1,0,439,319,120,11,9,2,0,0,0,14316,61,26,35,895,389,506,901,338,563,2181,857,1324,4,1,3,9075,3760,5315,674,292,382,41,16,25
Bella Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,0,0,0,0,5,1,4,11,1,10,0,0,0,57,4,53,0,0,0,0,0,0
BK Cosmo College of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,9,0,9,0,0,0,0,0,0
Blinn College,,,,,,,,,,,,,,,,,,,,,,,,,,19476,86,43,43,470,262,208,1887,972,915,4328,2044,2284,19,11,8,11619,5766,5853,676,318,358,274,144,130
Brazosport College,51,1,1,0,2,0,2,2,2,0,3,1,2,0,0,0,43,25,18,0,0,0,0,0,0,4245,14,7,7,56,25,31,267,132,135,1701,798,903,0,0,0,2012,1030,982,116,53,63,79,41,38
Brite Divinity School,14,0,0,0,2,1,1,1,0,1,2,2,0,0,0,0,9,6,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven College,,,,,,,,,,,,,,,,,,,,,,,,,,13286,44,15,29,1706,832,874,2129,722,1407,5267,2114,3153,17,10,7,3210,1473,1737,202,72,130,631,271,360
Buckner Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,0,12,11,1,8,6,2,0,0,0,3,2,1,0,0,0,0,0,0
Careers Institute of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrington College-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,107,1,1,0,5,1,4,65,16,49,17,3,14,0,0,0,16,1,15,3,0,3,0,0,0
CCI Training Center-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,198,1,0,1,8,6,2,110,36,74,27,8,19,0,0,0,38,20,18,10,6,4,4,3,1
Cedar Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,7443,31,12,19,222,112,110,3279,1200,2079,2135,851,1284,3,1,2,1374,408,966,140,47,93,244,97,147
Center for Advanced Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,219,1,0,1,4,2,2,69,9,60,62,8,54,0,0,0,83,13,70,0,0,0,0,0,0
Central Texas Beauty College-Round Rock,,,,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,14,6,8,22,7,15,29,3,26,1,0,1,50,3,47,7,1,6,0,0,0
Central Texas Beauty College-Temple,,,,,,,,,,,,,,,,,,,,,,,,,,143,2,0,2,4,0,4,34,8,26,37,9,28,2,0,2,64,3,61,0,0,0,0,0,0
Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,15672,97,43,54,487,239,248,4131,1973,2158,3799,1831,1968,235,117,118,5629,2954,2675,782,346,436,407,237,170
CET-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,0,0,1,0,1,6,6,0,75,55,20,0,0,0,0,0,0,0,0,0,0,0,0
Chamberlain University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,729,0,0,0,114,28,86,209,27,182,162,22,140,5,0,5,176,19,157,4,1,3,55,7,48
Champion Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,0,0,0,32,0,32,19,1,18,0,0,0,13,1,12,0,0,0,0,0,0
Charles and Sues School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,1,0,1,0,0,0,7,1,6,0,0,0,12,0,12,4,0,4,0,0,0
Chicago School of Professional Psychology at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco College,26,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,24,11,13,0,0,0,0,0,0,3279,17,6,11,56,31,25,254,129,125,787,263,524,39,19,20,1993,787,1206,103,49,54,4,3,1
Clarendon College,,,,,,,,,,,,,,,,,,,,,,,,,,1648,11,7,4,8,2,6,102,67,35,356,145,211,1,0,1,873,407,466,4,0,4,258,107,151
Coastal Bend College,,,,,,,,,,,,,,,,,,,,,,,,,,4463,12,5,7,36,23,13,134,61,73,3028,1174,1854,0,0,0,1199,513,686,9,5,4,22,5,17
College of Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,168,1,0,1,22,22,0,83,34,49,4,1,3,0,0,0,48,28,20,0,0,0,1,0,1
College of Biblical Studies-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,428,0,0,0,6,5,1,204,105,99,134,64,70,0,0,0,63,40,23,15,15,0,6,4,2
College of the Mainland,52,2,0,2,3,1,2,4,1,3,4,2,2,0,0,0,39,25,14,0,0,0,0,0,0,4328,23,7,16,127,50,77,740,255,485,1265,529,736,4,2,2,2102,913,1189,0,0,0,56,21,35
Collin County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,31609,134,51,83,3295,1538,1757,3645,1482,2163,6241,2654,3587,67,32,35,15500,7175,8325,1285,574,711,432,210,222
Commonwealth Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,215,0,0,0,1,1,0,57,15,42,47,6,41,0,0,0,110,45,65,0,0,0,0,0,0
Concorde Career College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,728,4,0,4,20,7,13,257,33,224,160,22,138,0,0,0,127,17,110,7,0,7,153,24,129
Concorde Career College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,768,4,1,3,14,5,9,398,49,349,211,31,180,3,0,3,117,19,98,16,1,15,5,1,4
Concorde Career College-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,692,1,0,1,16,5,11,74,13,61,467,79,388,4,1,3,117,23,94,7,2,5,6,1,5
Concordia University Texas,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,9,3,0,0,0,0,0,0,1723,14,4,10,59,16,43,195,73,122,547,185,362,5,2,3,733,276,457,41,16,25,123,60,63
Cortiva Institute-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,231,2,1,1,2,0,2,71,18,53,52,12,40,1,0,1,76,22,54,9,4,5,18,2,16
Cortiva Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,291,3,1,2,4,0,4,97,24,73,80,16,64,0,0,0,79,17,62,5,1,4,23,6,17
Cortiva Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,277,1,0,1,3,2,1,83,29,54,93,28,65,1,0,1,37,15,22,24,1,23,35,12,23
Cosmetology Academy of Texarkana,,,,,,,,,,,,,,,,,,,,,,,,,,67,1,0,1,0,0,0,28,4,24,1,0,1,0,0,0,37,7,30,0,0,0,0,0,0
Cosmetology Career Center LLC,,,,,,,,,,,,,,,,,,,,,,,,,,303,1,1,0,4,0,4,54,3,51,76,3,73,1,0,1,138,5,133,21,3,18,8,0,8
Covenant School of Nursing and Allied Health,,,,,,,,,,,,,,,,,,,,,,,,,,325,1,1,0,5,2,3,11,2,9,89,20,69,1,0,1,190,15,175,10,0,10,18,4,14
Criswell College,,,,,,,,,,,,,,,,,,,,,,,,,,198,0,0,0,2,2,0,27,19,8,28,17,11,0,0,0,103,67,36,15,14,1,18,9,9
Culinary Institute Inc,,,,,,,,,,,,,,,,,,,,,,,,,,368,3,1,2,10,5,5,101,41,60,130,52,78,0,0,0,106,47,59,4,1,3,5,2,3
CyberTex Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,1,0,1,38,9,29,27,4,23,0,0,0,21,4,17,2,0,2,0,0,0
Dallas Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,3161,27,10,17,63,28,35,393,138,255,512,193,319,8,5,3,1866,778,1088,0,0,0,0,0,0
Dallas Barber & Stylist College,,,,,,,,,,,,,,,,,,,,,,,,,,155,0,0,0,0,0,0,121,97,24,28,24,4,0,0,0,6,4,2,0,0,0,0,0,0
Dallas Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,231,1,1,0,4,3,1,55,29,26,32,17,15,1,1,0,109,53,56,18,12,6,8,5,3
Dallas County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,1,0,1,1,0,38,16,22,22,6,16,0,0,0,45,21,24,4,0,4,0,0,0
Dallas Nursing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,0,0,13,1,12,114,19,95,18,3,15,1,0,1,24,0,24,3,0,3,2,0,2
Dallas Theological Seminary,36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,35,33,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,194,0,0,0,9,7,2,7,1,6,47,19,28,0,0,0,131,78,53,0,0,0,0,0,0,11476,22,10,12,200,85,115,318,147,171,7684,3260,4424,20,10,10,2841,1273,1568,327,150,177,42,18,24
Deluxe Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,564,2,2,0,18,13,5,108,57,51,170,107,63,2,2,0,204,147,57,9,5,4,49,26,23
Diamonds Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,0,2,1,1,0,5,0,5,4,0,4,1,0,1,32,2,30,0,0,0,2,0,2
DuVall's School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,54,1,0,1,3,0,3,10,1,9,14,1,13,1,0,1,24,1,23,1,0,1,0,0,0
East Texas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1421,3,2,1,5,0,5,253,144,109,153,60,93,1,1,0,929,415,514,55,29,26,10,4,6
Eastfield College,,,,,,,,,,,,,,,,,,,,,,,,,,16196,42,15,27,799,409,390,3269,1071,2198,7813,3263,4550,28,17,11,3360,1457,1903,248,88,160,607,275,332
El Centro College,,,,,,,,,,,,,,,,,,,,,,,,,,10797,48,14,34,677,312,365,2467,743,1724,5252,1680,3572,9,5,4,1716,646,1070,164,64,100,412,161,251
El Paso Community College,245,0,0,0,2,1,1,8,3,5,125,58,67,0,0,0,101,47,54,0,0,0,0,0,0,28750,70,29,41,189,71,118,594,279,315,24537,10460,14077,37,18,19,2129,979,1150,57,25,32,647,278,369
Episcopal Theological Seminary of the Southwest,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,0,0,0,0,0,0,10,1,9,0,0,0,28,0,28,0,0,0,0,0,0
Florida Career College-Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,491,1,0,1,4,2,2,339,123,216,106,49,57,0,0,0,26,5,21,13,2,11,2,2,0
Fort Worth Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,1,0,1,4,1,3,7,1,6,0,0,0,28,2,26,0,0,0,0,0,0
Fortis College,,,,,,,,,,,,,,,,,,,,,,,,,,251,1,0,1,7,2,5,53,23,30,48,15,33,0,0,0,7,3,4,0,0,0,134,43,91
Fortis College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,215,1,0,1,5,1,4,103,14,89,74,13,61,0,0,0,23,4,19,7,1,6,2,1,1
Fortis Institute,,,,,,,,,,,,,,,,,,,,,,,,,,330,2,0,2,4,0,4,138,40,98,148,33,115,1,0,1,25,11,14,8,3,5,4,3,1
Frank Phillips College,,,,,,,,,,,,,,,,,,,,,,,,,,1491,25,11,14,3,1,2,56,31,25,558,230,328,1,0,1,796,332,464,0,0,0,40,23,17
GA Beauty & Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galen College of Nursing-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,1246,3,1,2,42,11,31,162,33,129,489,70,419,4,0,4,398,55,343,97,17,80,51,11,40
Galveston College,20,1,1,0,1,1,0,3,1,2,3,1,2,0,0,0,12,8,4,0,0,0,0,0,0,2208,7,4,3,61,29,32,345,103,242,836,327,509,4,0,4,861,348,513,36,12,24,36,24,12
Gemini School of Visual Arts & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,3,1,2,2,1,1,0,0,0,13,3,10,0,0,0,0,0,0
Grace School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,0,0,0,0,0,19,5,14,4,4,0,0,0,0,30,25,5,0,0,0,7,6,1
Grayson College,,,,,,,,,,,,,,,,,,,,,,,,,,4389,198,88,110,62,24,38,305,124,181,536,229,307,0,0,0,3071,1201,1870,95,39,56,91,36,55
Guidance College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallmark University,,,,,,,,,,,,,,,,,,,,,,,,,,872,18,12,6,17,12,5,103,78,25,390,266,124,11,5,6,267,206,61,41,28,13,25,19,6
Hands on Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,0,1,0,1,15,5,10,3,2,1,0,0,0,24,2,22,0,0,0,0,0,0
Hardin-Simmons University,99,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,96,61,35,0,0,0,0,0,0,1742,5,5,0,29,16,13,139,84,55,330,153,177,2,1,1,1089,497,592,81,38,43,21,12,9
Hill College,,,,,,,,,,,,,,,,,,,,,,,,,,4236,22,8,14,42,20,22,215,81,134,438,204,234,20,8,12,2687,1025,1662,726,264,462,70,22,48
Houston Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2316,7,2,5,203,75,128,428,146,282,808,275,533,6,1,5,550,203,347,91,30,61,145,58,87
Houston Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Community College,,,,,,,,,,,,,,,,,,,,,,,,,,57120,89,41,48,5609,2711,2898,15941,5503,10438,19314,8130,11184,102,55,47,7571,3652,3919,954,377,577,957,434,523
Houston Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston International College Cardiotech Ultrasound School,,,,,,,,,,,,,,,,,,,,,,,,,,71,1,0,1,15,4,11,23,6,17,12,3,9,3,0,3,14,2,12,2,0,2,0,0,0
Houston School of Carpentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Training School-Gulfgate,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,0,0,1,0,1,32,0,32,95,2,93,0,0,0,1,0,1,0,0,0,0,0,0
Houston Training School-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,0,0,0,0,36,0,36,55,2,53,0,0,0,2,0,2,0,0,0,0,0,0
Houston Training Schools-Gessner,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,0,0,11,2,9,31,2,29,76,4,72,0,0,0,1,0,1,0,0,0,0,0,0
Howard College,,,,,,,,,,,,,,,,,,,,,,,,,,4264,16,9,7,46,20,26,141,69,72,2123,782,1341,2,1,1,1805,723,1082,90,29,61,16,8,8
Howard Payne University,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,981,5,2,3,11,5,6,104,71,33,205,108,97,3,2,1,553,265,288,17,8,9,83,53,30
Huston-Tillotson University,11,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,1052,2,0,2,1,0,1,654,248,406,283,112,171,0,0,0,62,38,24,7,2,5,10,3,7
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,2,1,1,6,2,4,11,2,9,0,0,0,7,4,3,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,0,0,15,3,12,0,0,0,2,0,2,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,7,1,6,10,2,8,0,0,0,1,0,1,0,0,0,0,0,0
International Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,24,10,14,17,0,17,17,0,17,0,0,0,5,0,5,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,0,0,0,1,1,0,33,14,19,0,0,0,4,2,2,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville College-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,546,1,0,1,3,1,2,74,38,36,218,91,127,0,0,0,195,83,112,15,7,8,11,6,5
Jarvis Christian College,6,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,909,2,2,0,0,0,0,682,299,383,79,41,38,1,1,0,35,29,6,1,0,1,107,48,59
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,119,5,5,0,0,0,0,111,69,42,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,0,0,0,10,6,4,7,4,3,0,0,0,4,2,2,0,0,0,0,0,0
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,142,0,0,0,2,2,0,54,28,26,27,13,14,1,0,1,35,20,15,4,3,1,17,10,7
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,5684,25,8,17,59,22,37,1132,461,671,1130,488,642,4,2,2,2883,1203,1680,179,69,110,182,76,106
Lamar Institute of Technology,67,0,0,0,0,0,0,5,2,3,5,3,2,0,0,0,57,25,32,0,0,0,0,0,0,2983,16,9,7,99,59,40,848,387,461,572,292,280,3,3,0,1428,806,622,15,8,7,2,2,0
Lamar State College-Orange,16,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,13,4,9,0,0,0,0,0,0,2293,12,6,6,43,20,23,362,79,283,170,72,98,0,0,0,1699,603,1096,0,0,0,7,2,5
Lamar State College-Port Arthur,24,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,20,8,12,0,0,0,0,0,0,2293,6,1,5,150,62,88,635,227,408,745,312,433,0,0,0,705,280,425,38,13,25,10,6,4
Lamar University,210,1,0,1,48,33,15,8,2,6,5,3,2,0,0,0,147,89,58,0,0,0,1,1,0,9268,50,25,25,453,220,233,2422,878,1544,1556,674,882,12,5,7,4271,1853,2418,230,103,127,163,64,99
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,288,4,3,1,1,0,1,29,13,16,206,111,95,2,1,1,38,29,9,0,0,0,8,7,1
