name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
AOMA Graduate School of Integrative Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arlington Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,186,7,2,5,0,0,0,44,35,9,28,22,6,1,0,1,104,59,45,0,0,0,1,0,1
Arlington Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,236,0,0,0,2,0,2,72,2,70,64,6,58,0,0,0,98,3,95,0,0,0,0,0,0
Astrodome Career Centers,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,5,0,5,44,1,43,0,0,0,1,0,1,0,0,0,0,0,0
Auguste Escoffier School of Culinary Arts-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,304,1,0,1,1,0,1,35,18,17,102,43,59,0,0,0,114,50,64,36,13,23,15,7,8
Austin College,71,1,1,0,0,0,0,1,0,1,5,2,3,0,0,0,63,47,16,0,0,0,0,0,0,1238,14,11,3,163,68,95,83,47,36,233,103,130,1,0,1,650,318,332,16,5,11,40,27,13
Austin Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,41574,323,159,164,1964,877,1087,2950,1205,1745,13299,5773,7526,75,39,36,18468,8555,9913,1369,651,718,1729,813,916
Austin Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,16,10,6,1,1,0,0,0,0,5,2,3,0,0,0,0,0,0
Austin Presbyterian Theological Seminary,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Aveda Arts & Sciences Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,236,0,0,0,1,0,1,6,0,6,109,9,100,0,0,0,115,3,112,0,0,0,5,0,5
Avenue Five Institute,,,,,,,,,,,,,,,,,,,,,,,,,,203,3,0,3,5,0,5,17,1,16,32,2,30,1,1,0,105,5,100,14,3,11,26,2,24
Avenue Five Institute-South Austin Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation Institute of Maintenance-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,457,3,3,0,20,19,1,136,130,6,123,116,7,3,3,0,125,114,11,37,30,7,10,9,1
Aviation Institute of Maintenance-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,208,1,1,0,19,19,0,41,38,3,74,71,3,1,1,0,58,53,5,11,11,0,3,3,0
Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Beauty School-North Austin,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,2,0,2,3,0,3,9,1,8,0,0,0,25,0,25,0,0,0,3,0,3
Baldwin Beauty School-South Austin,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,0,3,0,3,0,0,0,10,0,10,0,0,0,28,1,27,0,0,0,2,0,2
Baptist Health System School of Health Professions,,,,,,,,,,,,,,,,,,,,,,,,,,686,3,0,3,33,11,22,66,7,59,259,48,211,6,1,5,293,58,235,24,3,21,2,0,2
Baptist Missionary Association Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,0,0,0,14,10,4,3,3,0,0,0,0,43,35,8,0,0,0,2,2,0
Baptist University of the Americas,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,2,2,0,4,3,1,136,63,73,0,0,0,13,5,8,0,0,0,0,0,0
Barber Institute of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,7,7,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0
Baylor College of Medicine,380,0,0,0,61,43,18,11,7,4,19,12,7,0,0,0,244,173,71,1,0,1,44,36,8,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor University,487,1,1,0,19,16,3,9,4,5,15,12,3,1,1,0,418,310,108,11,9,2,1,1,0,14189,52,22,30,881,412,469,969,372,597,2009,814,1195,6,2,4,9068,3780,5288,678,290,388,43,21,22
Bella Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,34,1,33,0,0,0,0,0,0
BK Cosmo College of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,0,0,0,1,0,1,16,1,15,0,0,0,21,0,21,0,0,0,0,0,0
Blinn College,,,,,,,,,,,,,,,,,,,,,,,,,,19780,77,44,33,435,247,188,1802,846,956,3811,1773,2038,19,5,14,12625,6250,6375,562,268,294,271,157,114
Brazosport College,60,1,1,0,2,0,2,2,2,0,3,1,2,0,0,0,52,30,22,0,0,0,0,0,0,4221,13,6,7,32,15,17,298,147,151,1579,816,763,2,2,0,2133,1090,1043,108,53,55,56,27,29
Brite Divinity School,13,0,0,0,2,1,1,2,0,2,2,2,0,0,0,0,7,4,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven College,,,,,,,,,,,,,,,,,,,,,,,,,,12267,44,22,22,1321,659,662,1965,676,1289,4712,1961,2751,10,4,6,3409,1530,1879,191,71,120,547,251,296
Buckner Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,0,18,17,1,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0
Careers Institute of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrington College-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,243,1,0,1,0,0,0,64,8,56,120,9,111,0,0,0,54,2,52,4,0,4,0,0,0
CCI Training Center-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,0,0,9,2,7,78,26,52,15,7,8,0,0,0,26,13,13,4,3,1,1,1,0
Cedar Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,6596,27,13,14,195,109,86,3135,1139,1996,1713,729,984,7,2,5,1170,446,724,117,49,68,223,105,118
Center for Advanced Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,212,1,0,1,6,2,4,61,8,53,56,3,53,0,0,0,88,16,72,0,0,0,0,0,0
Central Texas Beauty College-Round Rock,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,0,0,3,1,2,16,2,14,39,4,35,2,0,2,45,3,42,4,0,4,5,5,0
Central Texas Beauty College-Temple,,,,,,,,,,,,,,,,,,,,,,,,,,143,1,0,1,0,0,0,21,2,19,16,8,8,0,0,0,97,1,96,0,0,0,8,2,6
Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,19562,209,91,118,621,310,311,5327,2785,2542,4152,2129,2023,302,146,156,7604,4238,3366,661,315,346,622,338,284
CET-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,0,0,0,0,0,6,6,0,133,119,14,0,0,0,6,6,0,0,0,0,2,1,1
Chamberlain University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,639,1,0,1,88,28,60,236,38,198,130,13,117,4,1,3,123,18,105,2,0,2,45,4,41
Champion Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,49,0,0,0,2,0,2,21,1,20,15,0,15,0,0,0,11,0,11,0,0,0,0,0,0
Charles and Sues School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,10,0,10,0,0,0,0,0,0
Chicago School of Professional Psychology at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco College,32,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,30,14,16,0,0,0,0,0,0,3318,26,4,22,75,26,49,314,174,140,766,294,472,2,0,2,2047,777,1270,35,12,23,16,6,10
Clarendon College,,,,,,,,,,,,,,,,,,,,,,,,,,1346,17,4,13,10,6,4,84,42,42,228,94,134,1,0,1,843,341,502,5,4,1,142,47,95
Coastal Bend College,,,,,,,,,,,,,,,,,,,,,,,,,,4450,10,4,6,31,16,15,116,64,52,2995,1158,1837,1,1,0,1212,491,721,52,23,29,23,10,13
College of Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,0,0,20,17,3,135,64,71,4,3,1,0,0,0,64,41,23,3,2,1,9,4,5
College of Biblical Studies-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,423,0,0,0,7,6,1,211,108,103,119,57,62,1,0,1,70,39,31,11,6,5,4,2,2
College of the Mainland,52,2,0,2,3,1,2,3,1,2,2,2,0,0,0,0,42,27,15,0,0,0,0,0,0,4013,11,4,7,107,49,58,671,251,420,1091,440,651,8,2,6,2098,909,1189,15,8,7,12,3,9
Collin County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,28188,137,58,79,2593,1237,1356,3260,1294,1966,5304,2293,3011,64,31,33,14680,6793,7887,996,448,548,188,88,100
Commonwealth Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,0,0,0,0,0,66,21,45,36,6,30,0,0,0,126,53,73,0,0,0,0,0,0
Concorde Career College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,611,4,0,4,19,9,10,236,32,204,168,23,145,4,0,4,154,32,122,12,2,10,14,1,13
Concorde Career College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,808,5,0,5,15,4,11,359,52,307,232,23,209,5,1,4,160,25,135,28,4,24,4,2,2
Concorde Career College-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,580,3,0,3,9,0,9,45,17,28,388,80,308,6,0,6,109,19,90,9,4,5,11,4,7
Concordia University Texas,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,0,0,0,0,0,0,1711,19,5,14,58,18,40,229,87,142,262,102,160,2,0,2,880,304,576,15,6,9,241,89,152
Cortiva Institute-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,255,0,0,0,3,0,3,89,30,59,60,23,37,0,0,0,61,16,45,6,1,5,36,13,23
Cortiva Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,294,4,1,3,5,1,4,119,39,80,78,23,55,0,0,0,72,22,50,3,1,2,13,5,8
Cortiva Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,289,1,0,1,3,2,1,99,32,67,86,26,60,1,0,1,58,14,44,4,0,4,37,11,26
Cosmetology Academy of Texarkana,,,,,,,,,,,,,,,,,,,,,,,,,,76,1,0,1,0,0,0,19,3,16,1,0,1,0,0,0,55,0,55,0,0,0,0,0,0
Cosmetology Career Center LLC,,,,,,,,,,,,,,,,,,,,,,,,,,276,0,0,0,4,1,3,54,2,52,57,4,53,2,0,2,139,8,131,19,0,19,0,0,0
Covenant School of Nursing and Allied Health,,,,,,,,,,,,,,,,,,,,,,,,,,292,1,0,1,8,4,4,13,3,10,78,17,61,1,1,0,157,29,128,7,1,6,27,13,14
Criswell College,,,,,,,,,,,,,,,,,,,,,,,,,,227,2,2,0,6,5,1,51,43,8,28,23,5,0,0,0,126,94,32,0,0,0,14,11,3
Culinary Institute Inc,,,,,,,,,,,,,,,,,,,,,,,,,,421,0,0,0,27,5,22,107,46,61,167,60,107,0,0,0,113,50,63,4,2,2,3,1,2
CyberTex Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,0,0,0,0,0,56,11,45,30,4,26,0,0,0,34,9,25,3,1,2,0,0,0
Dallas Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,3315,28,9,19,73,27,46,495,165,330,476,186,290,7,4,3,1940,798,1142,0,0,0,0,0,0
Dallas Barber & Stylist College,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,0,0,0,0,0,108,81,27,26,25,1,0,0,0,7,7,0,0,0,0,0,0,0
Dallas Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,316,5,4,1,1,1,0,94,43,51,50,29,21,1,0,1,139,85,54,15,9,6,8,5,3
Dallas County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,145,1,0,1,0,0,0,35,14,21,33,4,29,1,0,1,75,25,50,0,0,0,0,0,0
Dallas Nursing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,211,0,0,0,15,3,12,114,26,88,15,1,14,0,0,0,46,8,38,6,0,6,14,3,11
Dallas Theological Seminary,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39,37,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,189,0,0,0,8,6,2,6,1,5,45,19,26,1,1,0,129,80,49,0,0,0,0,0,0,10852,20,8,12,196,99,97,311,153,158,7088,3068,4020,20,9,11,2769,1219,1550,381,164,217,53,19,34
Deluxe Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,1213,7,4,3,42,25,17,300,176,124,341,220,121,9,4,5,358,272,86,6,4,2,120,75,45
Diamonds Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,0,2,0,0,0,4,1,3,7,1,6,0,0,0,34,1,33,0,0,0,1,0,1
DuVall's School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,0,0,0,0,0,6,1,5,12,0,12,0,0,0,55,2,53,8,0,8,2,0,2
East Texas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1233,6,2,4,6,3,3,256,150,106,131,52,79,3,2,1,781,338,443,33,15,18,3,2,1
Eastfield College,,,,,,,,,,,,,,,,,,,,,,,,,,14093,44,15,29,605,306,299,3009,950,2059,6459,2628,3831,15,9,6,3261,1449,1812,222,89,133,456,204,252
El Centro College,,,,,,,,,,,,,,,,,,,,,,,,,,10024,39,10,29,521,191,330,2604,768,1836,4390,1485,2905,3,1,2,1954,692,1262,146,53,93,351,133,218
El Paso Community College,225,0,0,0,2,1,1,5,1,4,108,55,53,0,0,0,103,50,53,0,0,0,0,0,0,28764,89,41,48,189,73,116,718,362,356,24446,10532,13914,37,18,19,2352,1101,1251,18,10,8,359,178,181
Episcopal Theological Seminary of the Southwest,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,1,0,1,3,0,3,8,0,8,0,0,0,34,2,32,0,0,0,1,0,1
Florida Career College-Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,374,1,1,0,0,0,0,166,74,92,47,20,27,0,0,0,23,8,15,1,1,0,136,65,71
Fort Worth Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,85,2,0,2,2,1,1,13,2,11,14,0,14,0,0,0,52,3,49,0,0,0,2,0,2
Fortis College,,,,,,,,,,,,,,,,,,,,,,,,,,210,1,0,1,4,3,1,105,26,79,78,22,56,0,0,0,18,7,11,2,2,0,2,0,2
Fortis College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,231,0,0,0,5,1,4,133,19,114,60,4,56,0,0,0,25,5,20,6,2,4,2,1,1
Fortis Institute,,,,,,,,,,,,,,,,,,,,,,,,,,362,8,2,6,0,0,0,158,47,111,150,43,107,1,1,0,22,15,7,3,1,2,20,7,13
Frank Phillips College,,,,,,,,,,,,,,,,,,,,,,,,,,1459,61,29,32,8,4,4,53,31,22,183,82,101,4,3,1,1099,442,657,13,3,10,20,11,9
GA Beauty & Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galen College of Nursing-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,1129,2,0,2,35,8,27,134,15,119,367,56,311,3,2,1,428,75,353,33,3,30,126,14,112
Galveston College,24,1,1,0,1,1,0,3,1,2,3,1,2,0,0,0,16,10,6,0,0,0,0,0,0,2071,10,5,5,56,22,34,266,85,181,771,285,486,4,2,2,878,364,514,8,3,5,53,18,35
Gemini School of Visual Arts & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,16,4,12,0,0,0,0,0,0
Grace School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,112,0,0,0,0,0,0,14,10,4,6,6,0,0,0,0,32,28,4,0,0,0,60,45,15
Grayson College,,,,,,,,,,,,,,,,,,,,,,,,,,4591,105,43,62,47,18,29,293,124,169,654,271,383,5,2,3,3186,1301,1885,179,71,108,80,30,50
Guidance College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallmark University,,,,,,,,,,,,,,,,,,,,,,,,,,854,19,4,15,26,16,10,106,70,36,417,272,145,4,3,1,236,153,83,44,25,19,1,1,0
Hands on Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,83,1,0,1,1,0,1,21,4,17,21,4,17,0,0,0,37,8,29,0,0,0,1,0,1
Hardin-Simmons University,105,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,103,66,37,0,0,0,0,0,0,1627,4,2,2,14,5,9,105,73,32,248,114,134,2,0,2,1143,501,642,65,34,31,18,8,10
Hill College,,,,,,,,,,,,,,,,,,,,,,,,,,4014,23,12,11,31,15,16,212,101,111,393,178,215,49,5,44,2623,1010,1613,642,240,402,20,14,6
Houston Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2250,6,3,3,233,89,144,432,177,255,683,238,445,5,3,2,610,241,369,101,41,60,100,46,54
Houston Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Community College,,,,,,,,,,,,,,,,,,,,,,,,,,56522,97,46,51,5332,2576,2756,16825,5924,10901,18369,7579,10790,127,57,70,7898,3866,4032,853,342,511,1141,528,613
Houston Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston International College Cardiotech Ultrasound School,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,0,1,6,1,5,20,3,17,10,2,8,0,0,0,10,1,9,3,1,2,0,0,0
Houston School of Carpentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Training School-Gulfgate,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,0,0,0,0,0,0,0,200,4,196,0,0,0,0,0,0,0,0,0,0,0,0
Houston Training School-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,173,0,0,0,0,0,0,42,0,42,130,6,124,0,0,0,1,0,1,0,0,0,0,0,0
Houston Training Schools-Gessner,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,7,1,6,20,1,19,69,2,67,0,0,0,1,0,1,0,0,0,0,0,0
Howard College,,,,,,,,,,,,,,,,,,,,,,,,,,4187,16,6,10,36,15,21,148,91,57,1956,748,1208,5,1,4,1887,790,1097,97,27,70,11,2,9
Howard Payne University,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1079,2,1,1,5,2,3,97,67,30,239,130,109,2,2,0,663,324,339,32,22,10,39,20,19
Huston-Tillotson University,8,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,968,2,0,2,2,1,1,653,281,372,218,98,120,0,0,0,50,22,28,3,0,3,6,2,4
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,14,7,7,24,9,15,21,4,17,0,0,0,1,0,1,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,1,1,0,26,4,22,0,0,0,1,0,1,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,0,1,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0
International Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,26,1,25,9,0,9,8,2,6,0,0,0,5,0,5,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,0,0,2,2,0,54,25,29,0,0,0,3,2,1,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,0,0,0,0,0,0,0,0,93,34,59,0,0,0,5,0,5,0,0,0,0,0,0
Jacksonville College-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,582,2,0,2,3,1,2,66,31,35,221,103,118,0,0,0,256,104,152,15,6,9,11,3,8
Jarvis Christian College,7,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,863,3,3,0,0,0,0,716,326,390,91,56,35,4,2,2,36,21,15,0,0,0,8,5,3
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,0,0,0,0,0,78,46,32,49,33,16,0,0,0,14,14,0,0,0,0,0,0,0
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,0,9,8,1,7,7,0,0,0,0,0,0,0,2,1,1,0,0,0
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,126,0,0,0,4,2,2,41,21,20,22,11,11,1,1,0,43,16,27,9,3,6,3,3,0
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,5666,30,17,13,61,26,35,1072,452,620,1014,419,595,2,1,1,3236,1360,1876,162,69,93,52,27,25
Lamar Institute of Technology,56,0,0,0,0,0,0,2,1,1,5,3,2,0,0,0,49,21,28,0,0,0,0,0,0,2845,39,24,15,89,64,25,844,398,446,424,247,177,5,1,4,1444,849,595,0,0,0,0,0,0
Lamar State College-Orange,16,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,14,4,10,0,0,0,0,0,0,2318,11,3,8,50,21,29,421,82,339,155,67,88,0,0,0,1663,543,1120,0,0,0,18,7,11
Lamar State College-Port Arthur,28,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,23,9,14,1,0,1,0,0,0,1802,10,5,5,143,77,66,481,164,317,453,181,272,2,1,1,678,257,421,27,13,14,3,2,1
Lamar University,225,0,0,0,44,33,11,6,2,4,8,6,2,0,0,0,167,104,63,0,0,0,0,0,0,9215,39,12,27,434,204,230,2432,859,1573,1343,610,733,9,5,4,4407,1944,2463,195,80,115,207,91,116
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,174,0,0,0,0,0,0,20,10,10,123,67,56,1,0,1,27,16,11,1,0,1,2,2,0
