name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Aviation Institute of Maintenance-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,236,1,1,0,14,14,0,61,54,7,94,86,8,1,1,0,53,49,4,10,10,0,2,1,1
Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Beauty School-North Austin,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,2,0,2,8,0,8,16,1,15,0,0,0,42,2,40,0,0,0,4,0,4
Baldwin Beauty School-South Austin,,,,,,,,,,,,,,,,,,,,,,,,,,69,0,0,0,0,0,0,1,1,0,28,3,25,0,0,0,34,2,32,0,0,0,6,0,6
Baptist Health System School of Health Professions,,,,,,,,,,,,,,,,,,,,,,,,,,500,3,0,3,17,6,11,24,2,22,219,46,173,5,1,4,214,37,177,12,5,7,6,4,2
Baptist Missionary Association Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,0,0,0,0,15,11,4,3,3,0,0,0,0,38,34,4,0,0,0,1,1,0
Baptist University of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,174,0,0,0,1,1,0,4,3,1,115,56,59,0,0,0,14,7,7,0,0,0,0,0,0
Barber Institute of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,4,4,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0
Baylor College of Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor University,477,1,1,0,17,14,3,8,4,4,15,12,3,1,1,0,413,309,104,10,8,2,1,1,0,13859,50,22,28,863,391,472,1014,393,621,1953,800,1153,7,2,5,8855,3710,5145,626,258,368,33,19,14
Bella Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK Cosmo College of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,0,0,0,1,0,1,22,0,22,0,0,0,47,2,45,0,0,0,0,0,0
Blinn College,,,,,,,,,,,,,,,,,,,,,,,,,,18850,75,41,34,425,241,184,1694,786,908,3667,1700,1967,19,5,14,11987,5769,6218,534,254,280,272,157,115
Brazosport College,,,,,,,,,,,,,,,,,,,,,,,,,,4155,9,3,6,35,13,22,290,155,135,1492,769,723,0,0,0,2179,1130,1049,103,56,47,47,23,24
Brite Divinity School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven College,,,,,,,,,,,,,,,,,,,,,,,,,,12403,47,20,27,1238,583,655,2285,767,1518,4479,1872,2607,6,1,5,3689,1631,2058,157,64,93,448,200,248
Buckner Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,0,0,0,15,11,4,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0
Careers Institute of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrington College-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,270,1,0,1,2,0,2,61,5,56,135,12,123,1,0,1,65,4,61,4,0,4,1,0,1
CCI Training Center-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,209,0,0,0,6,2,4,119,37,82,31,13,18,0,0,0,41,16,25,10,6,4,2,1,1
Cedar Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,6759,26,11,15,169,76,93,3578,1240,2338,1514,669,845,8,5,3,1190,458,732,104,36,68,158,72,86
Center for Advanced Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,200,1,0,1,2,0,2,52,8,44,60,8,52,0,0,0,83,11,72,0,0,0,2,1,1
Central Texas Beauty College-Round Rock,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,6,2,4,17,7,10,27,1,26,0,0,0,27,0,27,0,0,0,1,0,1
Central Texas Beauty College-Temple,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,0,0,2,1,1,23,2,21,26,5,21,0,0,0,16,0,16,17,1,16,15,2,13
Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,20547,210,110,100,606,315,291,5579,2804,2775,4126,2076,2050,315,173,142,8264,4525,3739,528,246,282,872,480,392
CET-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,0,0,0,0,0,4,4,0,108,90,18,0,0,0,1,1,0,0,0,0,0,0,0
Chamberlain University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,399,1,0,1,52,16,36,141,17,124,73,9,64,4,2,2,80,14,66,1,0,1,36,6,30
Champion Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,4,0,4,22,1,21,13,0,13,0,0,0,13,0,13,0,0,0,0,0,0
Charles and Sues School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,15,0,15,0,0,0,0,0,0
Chicago School of Professional Psychology at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco College,,,,,,,,,,,,,,,,,,,,,,,,,,3608,24,8,16,74,25,49,288,145,143,834,287,547,4,1,3,2256,874,1382,61,21,40,7,3,4
Clarendon College,,,,,,,,,,,,,,,,,,,,,,,,,,1394,20,8,12,3,1,2,78,40,38,283,118,165,1,1,0,883,359,524,3,1,2,109,51,58
Coastal Bend College,,,,,,,,,,,,,,,,,,,,,,,,,,3759,48,14,34,22,10,12,83,47,36,2174,758,1416,3,2,1,1074,426,648,152,68,84,91,45,46
College of Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,0,0,11,11,0,139,65,74,7,3,4,0,0,0,79,41,38,1,1,0,6,6,0
College of Biblical Studies-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,496,0,0,0,7,4,3,240,131,109,151,82,69,0,0,0,80,48,32,13,8,5,5,2,3
College of the Mainland,60,2,0,2,3,1,2,5,1,4,2,2,0,0,0,0,47,29,18,1,0,1,0,0,0,3858,17,8,9,116,49,67,624,237,387,1036,417,619,9,0,9,2038,878,1160,17,8,9,1,1,0
Collin County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,27991,124,49,75,2396,1133,1263,3383,1274,2109,5191,2213,2978,80,36,44,14788,6757,8031,926,404,522,213,94,119
Commonwealth Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,0,0,4,2,2,61,21,40,38,8,30,0,0,0,125,56,69,0,0,0,0,0,0
Concorde Career College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,555,7,1,6,24,6,18,232,34,198,127,19,108,2,0,2,125,25,100,11,1,10,27,2,25
Concorde Career College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,987,4,1,3,15,1,14,449,61,388,232,27,205,5,0,5,236,26,210,32,2,30,14,1,13
Concorde Career College-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,547,0,0,0,9,2,7,51,11,40,363,69,294,3,0,3,94,16,78,8,1,7,19,3,16
Concordia University Texas,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,0,0,0,1567,9,4,5,48,8,40,193,63,130,351,128,223,0,0,0,756,286,470,0,0,0,202,74,128
Cortiva Institute-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortiva Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,324,2,0,2,1,0,1,89,23,66,103,23,80,0,0,0,99,27,72,5,1,4,25,4,21
Cortiva Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,350,1,0,1,8,2,6,121,31,90,113,27,86,0,0,0,50,12,38,3,0,3,54,16,38
Cosmetology Academy of Texarkana,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,0,0,0,16,1,15,2,0,2,0,0,0,69,3,66,0,0,0,2,0,2
Cosmetology Career Center LLC,,,,,,,,,,,,,,,,,,,,,,,,,,248,1,0,1,10,5,5,36,0,36,56,2,54,1,0,1,136,5,131,8,0,8,0,0,0
Covenant School of Nursing and Allied Health,,,,,,,,,,,,,,,,,,,,,,,,,,327,1,0,1,6,4,2,12,1,11,88,14,74,1,1,0,186,25,161,10,2,8,23,11,12
Criswell College,,,,,,,,,,,,,,,,,,,,,,,,,,256,2,2,0,10,7,3,48,36,12,30,27,3,0,0,0,148,113,35,0,0,0,18,14,4
Culinary Institute Inc,,,,,,,,,,,,,,,,,,,,,,,,,,430,0,0,0,25,11,14,113,48,65,183,74,109,1,0,1,100,34,66,2,0,2,1,0,1
CyberTex Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,0,0,0,50,17,33,27,3,24,0,0,0,18,4,14,0,0,0,0,0,0
Dallas Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,3457,27,9,18,67,32,35,529,185,344,482,172,310,6,3,3,2069,907,1162,0,0,0,0,0,0
Dallas Barber & Stylist College,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,0,0,0,0,0,108,78,30,28,27,1,0,0,0,5,5,0,0,0,0,0,0,0
Dallas Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,309,3,2,1,0,0,0,91,51,40,57,30,27,2,1,1,141,87,54,10,2,8,2,1,1
Dallas County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,1,0,0,0,0,36,16,20,24,5,19,0,0,0,67,31,36,0,0,0,0,0,0
Dallas Nursing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,0,0,9,0,9,95,23,72,16,4,12,0,0,0,34,4,30,2,0,2,4,1,3
Dallas Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,176,0,0,0,5,5,0,5,1,4,47,20,27,0,0,0,119,73,46,0,0,0,0,0,0,10439,29,12,17,190,96,94,299,137,162,6620,2869,3751,19,11,8,2850,1266,1584,326,146,180,90,42,48
Deluxe Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,1987,7,3,4,81,51,30,593,286,307,538,315,223,17,8,9,541,382,159,15,10,5,152,90,62
Diamonds Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,70,3,0,3,0,0,0,8,4,4,3,0,3,0,0,0,56,1,55,0,0,0,0,0,0
DuVall's School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,3,0,3,9,1,8,12,0,12,0,0,0,55,1,54,7,0,7,3,0,3
East Texas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1231,8,5,3,4,2,2,250,149,101,136,68,68,2,1,1,758,334,424,41,20,21,10,5,5
Eastfield College,,,,,,,,,,,,,,,,,,,,,,,,,,15112,52,21,31,641,315,326,3722,1179,2543,6418,2709,3709,16,10,6,3722,1580,2142,159,68,91,364,173,191
El Centro College,,,,,,,,,,,,,,,,,,,,,,,,,,10549,39,12,27,458,167,291,3111,961,2150,4264,1434,2830,8,3,5,2198,783,1415,95,26,69,355,129,226
El Paso Community College,227,0,0,0,2,1,1,5,1,4,110,56,54,0,0,0,103,50,53,0,0,0,0,0,0,28308,97,41,56,196,67,129,680,331,349,24203,10320,13883,43,17,26,2215,1007,1208,10,5,5,316,152,164
Episcopal Theological Seminary of the Southwest,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,1,0,1,1,0,1,14,0,14,0,0,0,28,1,27,2,0,2,0,0,0
Florida Career College-Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,23,0,23,0,0,0,0,0,0
Fortis College,,,,,,,,,,,,,,,,,,,,,,,,,,287,1,0,1,5,2,3,165,23,142,84,14,70,1,0,1,23,5,18,1,0,1,7,2,5
Fortis College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,260,1,0,1,7,3,4,122,14,108,91,15,76,0,0,0,33,7,26,4,1,3,2,0,2
Fortis Institute,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,0,0,3,1,2,154,54,100,125,36,89,2,1,1,23,7,16,2,1,1,31,11,20
Frank Phillips College,,,,,,,,,,,,,,,,,,,,,,,,,,1348,64,22,42,5,2,3,61,28,33,182,84,98,1,0,1,1001,414,587,0,0,0,21,9,12
GA Beauty & Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galen College of Nursing-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,1097,4,2,2,20,6,14,112,15,97,346,49,297,5,1,4,322,53,269,17,2,15,270,43,227
Galveston College,23,1,1,0,1,1,0,3,1,2,4,2,2,0,0,0,14,9,5,0,0,0,0,0,0,2048,8,2,6,53,20,33,313,88,225,668,261,407,3,2,1,915,378,537,12,6,6,58,27,31
Gemini School of Visual Arts & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,10,2,8,0,0,0,0,0,0
Grace School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,10,7,3,6,5,1,0,0,0,18,16,2,1,1,0,7,5,2
Grayson College,,,,,,,,,,,,,,,,,,,,,,,,,,4637,121,53,68,42,13,29,335,139,196,631,242,389,3,0,3,3253,1271,1982,174,72,102,34,18,16
Guidance College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallmark University,,,,,,,,,,,,,,,,,,,,,,,,,,866,10,6,4,25,15,10,88,57,31,454,298,156,0,0,0,253,159,94,35,21,14,1,1,0
Hands on Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,0,0,0,16,5,11,10,2,8,1,0,1,24,6,18,0,0,0,0,0,0
Hardin-Simmons University,,,,,,,,,,,,,,,,,,,,,,,,,,1630,3,2,1,19,13,6,121,81,40,233,110,123,2,1,1,1149,519,630,47,30,17,19,9,10
Hill College,,,,,,,,,,,,,,,,,,,,,,,,,,4020,23,8,15,33,16,17,257,105,152,866,343,523,11,3,8,2669,1064,1605,111,38,73,37,21,16
Houston Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2288,10,5,5,300,109,191,463,196,267,615,199,416,7,3,4,646,279,367,110,43,67,55,25,30
Houston Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Community College,,,,,,,,,,,,,,,,,,,,,,,,,,58276,116,50,66,5391,2640,2751,18520,6474,12046,18411,7578,10833,130,59,71,8368,4016,4352,880,338,542,1151,517,634
Houston Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston International College Cardiotech Ultrasound School,,,,,,,,,,,,,,,,,,,,,,,,,,43,2,0,2,7,2,5,20,4,16,3,1,2,0,0,0,9,2,7,2,0,2,0,0,0
Houston School of Carpentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Training School-Gulfgate,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,0,0,0,0,0,50,2,48,232,4,228,0,0,0,0,0,0,0,0,0,0,0,0
Houston Training School-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,175,0,0,0,0,0,0,31,1,30,143,4,139,0,0,0,1,0,1,0,0,0,0,0,0
Houston Training Schools-Gessner,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,0,8,0,8,11,1,10,67,3,64,0,0,0,4,0,4,0,0,0,0,0,0
Howard College,,,,,,,,,,,,,,,,,,,,,,,,,,3756,6,1,5,32,14,18,144,79,65,1668,596,1072,4,1,3,1783,692,1091,80,24,56,12,5,7
Howard Payne University,,,,,,,,,,,,,,,,,,,,,,,,,,1073,3,2,1,4,2,2,87,66,21,231,125,106,1,1,0,681,304,377,34,20,14,32,17,15
Huston-Tillotson University,9,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,975,1,0,1,5,2,3,681,291,390,189,91,98,0,0,0,36,20,16,8,4,4,11,4,7
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,0,5,5,0,21,9,12,13,4,9,0,0,0,2,0,2,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,0,1,0,0,0,3,2,1,30,4,26,0,0,0,0,0,0,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,4,0,4,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
International Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,0,0,21,4,17,13,0,13,13,0,13,0,0,0,9,0,9,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,0,0,0,5,4,1,61,27,34,1,1,0,5,4,1,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,121,0,0,0,0,0,0,3,2,1,112,42,70,0,0,0,6,2,4,0,0,0,0,0,0
Jacksonville College-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,543,1,0,1,7,0,7,73,38,35,195,78,117,0,0,0,232,99,133,16,6,10,7,2,5
Jarvis Christian College,6,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,763,3,3,0,0,0,0,617,299,318,82,58,24,3,3,0,50,32,18,0,0,0,7,5,2
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,0,0,0,0,0,123,70,53,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,162,1,0,1,7,3,4,45,22,23,27,14,13,1,1,0,57,27,30,7,2,5,16,8,8
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,5768,36,16,20,52,23,29,1198,507,691,881,318,563,5,2,3,3358,1319,2039,145,55,90,54,25,29
Lamar Institute of Technology,58,0,0,0,0,0,0,2,1,1,5,3,2,0,0,0,51,22,29,0,0,0,0,0,0,2799,15,11,4,98,63,35,834,393,441,354,196,158,1,0,1,1383,826,557,17,11,6,97,63,34
Lamar State College-Orange,17,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,15,5,10,0,0,0,0,0,0,2259,11,5,6,46,20,26,354,67,287,133,52,81,0,0,0,1709,521,1188,0,0,0,6,2,4
Lamar State College-Port Arthur,27,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,22,10,12,1,0,1,0,0,0,2077,9,2,7,162,84,78,601,156,445,501,184,317,0,0,0,762,234,528,30,13,17,7,3,4
Lamar University,,,,,,,,,,,,,,,,,,,,,,,,,,9279,37,13,24,399,183,216,2572,909,1663,1295,585,710,10,5,5,4524,1991,2533,172,78,94,130,60,70
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,0,0,1,1,0,12,8,4,137,67,70,0,0,0,19,12,7,0,0,0,0,0,0
Laredo Beauty College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,0,0,0,0,0,1,0,1,146,10,136,0,0,0,1,0,1,0,0,0,0,0,0
Laredo CHI Academy Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laredo College,131,2,1,1,4,2,2,2,1,1,98,54,44,0,0,0,24,16,8,0,0,0,1,1,0,8307,3,1,2,21,12,9,15,9,6,8105,3574,4531,0,0,0,136,83,53,8,3,5,10,2,8
Lee College,,,,,,,,,,,,,,,,,,,,,,,,,,6481,16,9,7,76,43,33,1034,553,481,2477,1336,1141,0,0,0,2640,1422,1218,91,47,44,85,42,43
LeTourneau University,,,,,,,,,,,,,,,,,,,,,,,,,,2250,8,4,4,24,12,12,200,56,144,187,88,99,2,2,0,1365,814,551,83,44,39,276,108,168
