name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Amarillo College,53,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,51,19,32,0,0,0,0,0,0,9739,73,30,43,324,121,203,499,168,331,4190,1426,2764,9,5,4,4266,1559,2707,248,100,148,130,46,84
Amberton University,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,0,0,7,3,4,48,8,40,19,7,12,2,2,0,77,26,51,0,0,0,4,1,3
American College of Acupuncture and Oriental Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American InterContinental University-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,235,2,1,1,9,5,4,115,38,77,17,9,8,0,0,0,16,9,7,0,0,0,76,30,46
Angelina College,,,,,,,,,,,,,,,,,,,,,,,,,,4672,27,5,22,48,16,32,601,176,425,1404,547,857,7,4,3,2387,862,1525,127,48,79,29,13,16
Angelo State University,135,2,0,2,6,3,3,9,5,4,8,2,6,0,0,0,109,70,39,0,0,0,1,1,0,8981,32,11,21,119,41,78,471,245,226,3827,1449,2378,9,6,3,3907,1641,2266,366,141,225,25,7,18
Ann Webb Skin Institute,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,0,0,6,0,6,15,1,14,32,0,32,0,0,0,63,0,63,7,0,7,4,0,4
AOMA Graduate School of Integrative Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,197,1,1,0,12,1,11,104,7,97,32,1,31,0,0,0,37,4,33,11,4,7,0,0,0
Arlington Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,145,2,0,2,2,2,0,44,28,16,19,12,7,1,1,0,76,46,30,0,0,0,1,1,0
Arlington Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,337,20,0,20,1,0,1,103,8,95,111,10,101,0,0,0,100,7,93,0,0,0,2,2,0
Astrodome Career Centers,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,0,0,2,0,2,19,1,18,127,8,119,0,0,0,2,0,2,1,0,1,1,0,1
Auguste Escoffier School of Culinary Arts-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,593,4,2,2,13,10,3,109,52,57,221,111,110,3,3,0,176,93,83,31,13,18,36,20,16
Austin College,67,1,1,0,2,1,1,1,0,1,4,1,3,0,0,0,57,40,17,0,0,0,2,2,0,1294,4,4,0,164,75,89,132,72,60,314,132,182,4,2,2,614,299,315,40,24,16,7,6,1
Austin Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,41056,233,109,124,2353,1085,1268,3148,1211,1937,15714,6355,9359,83,40,43,17195,7789,9406,1476,651,825,331,137,194
Austin Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,1,1,0,7,4,3,3,3,0,0,0,0,11,7,4,0,0,0,0,0,0
Austin Presbyterian Theological Seminary,9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Aveda Arts & Sciences Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,324,0,0,0,3,0,3,13,2,11,200,9,191,3,0,3,94,3,91,9,1,8,2,0,2
Avenue Five Institute,,,,,,,,,,,,,,,,,,,,,,,,,,277,2,0,2,5,0,5,41,3,38,70,7,63,1,0,1,136,12,124,12,0,12,9,0,9
Avenue Five Institute-South Austin Campus,,,,,,,,,,,,,,,,,,,,,,,,,,93,1,0,1,0,0,0,4,1,3,40,1,39,0,0,0,38,1,37,6,0,6,0,0,0
Aviation Institute of Maintenance-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,567,3,3,0,35,34,1,158,149,9,141,126,15,2,2,0,158,149,9,55,52,3,9,9,0
Aviation Institute of Maintenance-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,229,0,0,0,18,18,0,53,51,2,79,75,4,2,2,0,59,52,7,17,17,0,0,0,0
Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Beauty School-North Austin,,,,,,,,,,,,,,,,,,,,,,,,,,85,0,0,0,2,0,2,8,1,7,24,4,20,0,0,0,46,0,46,3,0,3,2,0,2
Baldwin Beauty School-South Austin,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,0,0,0,0,0,0,0,0,23,1,22,2,2,0,23,0,23,0,0,0,4,0,4
Baptist Health System School of Health Professions,,,,,,,,,,,,,,,,,,,,,,,,,,600,2,1,1,12,2,10,39,9,30,248,42,206,2,1,1,161,22,139,131,19,112,5,2,3
Baptist Missionary Association Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,0,0,0,0,0,15,13,2,21,18,3,0,0,0,40,37,3,0,0,0,4,4,0
Baptist University of the Americas,,,,,,,,,,,,,,,,,,,,,,,,,,152,0,0,0,2,1,1,2,1,1,85,35,50,0,0,0,12,8,4,0,0,0,0,0,0
Barber Institute of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baylor College of Medicine,421,0,0,0,93,65,28,12,6,6,23,15,8,0,0,0,242,163,79,5,4,1,46,40,6,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor University,524,0,0,0,35,28,7,12,6,6,21,16,5,1,1,0,436,313,123,13,10,3,0,0,0,14108,52,19,33,1002,414,588,774,292,482,2193,869,1324,15,5,10,8650,3436,5214,661,282,379,70,30,40
Bella Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,0,0,0,0,0,7,0,7,25,0,25,0,0,0,73,5,68,0,0,0,0,0,0
BK Cosmo College of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blinn College,,,,,,,,,,,,,,,,,,,,,,,,,,20116,123,66,57,459,268,191,1911,946,965,4749,2148,2601,28,18,10,11684,5741,5943,735,352,383,361,150,211
Brazosport College,39,1,1,0,2,0,2,2,2,0,2,0,2,0,0,0,32,19,13,0,0,0,0,0,0,4217,15,11,4,55,30,25,255,118,137,1840,830,1010,2,2,0,1852,907,945,131,52,79,67,35,32
Brite Divinity School,13,0,0,0,2,1,1,1,0,1,2,2,0,0,0,0,8,5,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven College,,,,,,,,,,,,,,,,,,,,,,,,,,13718,54,22,32,1326,613,713,2195,734,1461,6259,2461,3798,10,4,6,2987,1361,1626,250,87,163,592,260,332
Buckner Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,6,6,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0
Careers Institute of America,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,2,2,0,8,4,4,6,5,1,0,0,0,2,1,1,0,0,0,0,0,0
Carrington College-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,1,0,5,4,1,35,5,30,8,1,7,0,0,0,13,2,11,2,0,2,2,1,1
CCI Training Center-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,138,1,0,1,6,4,2,80,22,58,8,2,6,3,0,3,29,14,15,9,3,6,2,0,2
Cedar Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,8786,27,10,17,293,147,146,3712,1354,2358,3008,1161,1847,5,2,3,1269,419,850,182,56,126,278,94,184
Center for Advanced Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,243,1,0,1,3,1,2,71,6,65,78,5,73,3,0,3,87,12,75,0,0,0,0,0,0
Central Texas Beauty College-Round Rock,,,,,,,,,,,,,,,,,,,,,,,,,,156,1,0,1,38,2,36,48,7,41,36,3,33,0,0,0,33,4,29,0,0,0,0,0,0
Central Texas Beauty College-Temple,,,,,,,,,,,,,,,,,,,,,,,,,,132,1,0,1,4,1,3,34,3,31,23,3,20,0,0,0,54,2,52,5,0,5,11,0,11
Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,16719,89,46,43,550,272,278,4377,1992,2385,4527,2089,2438,226,92,134,5419,2627,2792,937,407,530,536,272,264
CET-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,45,1,1,0,0,0,0,1,1,0,41,31,10,0,0,0,1,1,0,1,1,0,0,0,0
Chamberlain University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,1002,5,1,4,188,46,142,336,44,292,201,21,180,1,0,1,227,34,193,17,4,13,22,4,18
Champion Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,25,1,24,14,0,14,1,0,1,20,1,19,0,0,0,0,0,0
Charles and Sues School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,2,0,2,6,1,5,0,0,0,8,0,8,1,0,1,0,0,0
Chicago School of Professional Psychology at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,0,0,0,0,0,0,0,0,31,13,18,0,0,0,3,1,2,0,0,0,0,0,0
Cisco College,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,3563,23,8,15,23,11,12,260,119,141,966,314,652,30,16,14,2103,769,1334,139,61,78,1,0,1
Clarendon College,,,,,,,,,,,,,,,,,,,,,,,,,,1689,13,7,6,8,4,4,114,75,39,393,169,224,1,0,1,831,379,452,1,0,1,303,133,170
Coastal Bend College,,,,,,,,,,,,,,,,,,,,,,,,,,2189,7,1,6,12,4,8,66,37,29,1642,527,1115,1,1,0,382,137,245,30,13,17,49,37,12
College of Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College of Biblical Studies-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,460,1,0,1,39,34,5,215,117,98,112,52,60,1,0,1,80,49,31,10,7,3,2,2,0
College of the Mainland,45,1,0,1,3,1,2,4,1,3,4,2,2,0,0,0,33,22,11,0,0,0,0,0,0,4687,22,10,12,147,68,79,724,260,464,1573,626,947,5,2,3,2012,848,1164,96,42,54,95,41,54
Collin County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,35132,124,52,72,3914,1874,2040,3955,1589,2366,7385,3030,4355,76,33,43,16744,7651,9093,1544,640,904,673,294,379
Commonwealth Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,286,3,1,2,1,0,1,74,33,41,56,13,43,0,0,0,152,50,102,0,0,0,0,0,0
Concorde Career College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,632,1,0,1,1,0,1,52,8,44,53,5,48,0,0,0,14,0,14,0,0,0,511,65,446
Concorde Career College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,869,3,0,3,8,1,7,222,27,195,139,6,133,2,0,2,50,5,45,3,0,3,442,58,384
Concorde Career College-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,563,3,0,3,6,3,3,37,7,30,324,52,272,0,0,0,84,11,73,2,1,1,107,19,88
Concordia University Texas,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,1828,13,6,7,75,16,59,210,77,133,631,181,450,3,0,3,762,247,515,62,23,39,71,26,45
Cortiva Institute-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,0,0,2,1,1,54,19,35,19,1,18,2,0,2,21,3,18,1,1,0,6,2,4
Cortiva Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cortiva Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmetology Academy of Texarkana,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,0,0,0,41,15,26,1,0,1,0,0,0,33,5,28,0,0,0,0,0,0
Cosmetology Career Center LLC,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,0,0,8,0,8,79,1,78,77,5,72,1,0,1,133,7,126,26,1,25,3,0,3
Covenant School of Nursing and Allied Health,,,,,,,,,,,,,,,,,,,,,,,,,,363,1,1,0,10,5,5,15,2,13,97,11,86,0,0,0,152,23,129,10,4,6,78,13,65
Criswell College,,,,,,,,,,,,,,,,,,,,,,,,,,174,2,2,0,6,5,1,21,11,10,16,9,7,0,0,0,111,73,38,4,2,2,11,8,3
Culinary Institute Inc,,,,,,,,,,,,,,,,,,,,,,,,,,301,1,1,0,24,14,10,82,32,50,103,41,62,1,0,1,84,45,39,2,2,0,4,3,1
CyberTex Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,0,0,8,6,2,69,25,44,48,5,43,0,0,0,30,15,15,4,1,3,0,0,0
Dallas Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2883,12,4,8,69,24,45,266,115,151,524,209,315,7,3,4,1734,712,1022,50,19,31,0,0,0
Dallas Barber & Stylist College,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,0,0,0,0,0,102,77,25,12,11,1,0,0,0,1,1,0,0,0,0,0,0,0
Dallas Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,194,2,2,0,4,2,2,48,20,28,30,19,11,0,0,0,82,53,29,24,13,11,3,2,1
Dallas County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,254,4,2,2,1,0,1,65,32,33,30,7,23,0,0,0,139,39,100,14,3,11,1,0,1
Dallas Nursing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,163,0,0,0,6,2,4,88,9,79,14,1,13,0,0,0,37,6,31,3,1,2,15,2,13
Dallas Theological Seminary,35,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,32,30,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,198,0,0,0,8,6,2,8,1,7,49,19,30,0,0,0,133,76,57,0,0,0,0,0,0,12008,25,10,15,265,111,154,328,150,178,8310,3301,5009,17,12,5,2783,1204,1579,110,39,71,134,63,71
Deluxe Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,1,0,1,17,16,1,28,26,2,0,0,0,3,1,2,0,0,0,1,0,1
DeVry University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,314,1,1,0,9,8,1,87,50,37,97,57,40,1,1,0,96,70,26,6,5,1,15,5,10
Diamonds Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,58,1,0,1,0,0,0,9,5,4,6,5,1,0,0,0,39,7,32,3,0,3,0,0,0
DuVall's School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,0,1,4,0,4,21,0,21,22,0,22,1,0,1,56,1,55,13,0,13,1,0,1
East Texas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1471,8,6,2,13,3,10,253,151,102,210,81,129,3,1,2,908,369,539,61,28,33,4,4,0
Eastfield College,,,,,,,,,,,,,,,,,,,,,,,,,,16505,42,19,23,768,375,393,3051,984,2067,8606,3487,5119,9,6,3,3099,1374,1725,291,117,174,614,258,356
El Centro College,,,,,,,,,,,,,,,,,,,,,,,,,,12947,36,13,23,779,300,479,2901,841,2060,6597,2222,4375,6,2,4,1919,715,1204,215,70,145,436,155,281
El Paso Community College,220,0,0,0,2,1,1,5,2,3,116,52,64,0,0,0,90,40,50,0,0,0,0,0,0,29080,82,39,43,166,68,98,501,227,274,24450,10188,14262,24,10,14,2033,906,1127,91,37,54,1288,565,723
Episcopal Theological Seminary of the Southwest,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,1,0,1,0,0,0,12,0,12,0,0,0,24,1,23,1,1,0,0,0,0
Florida Career College-Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,509,3,2,1,0,0,0,316,124,192,111,37,74,4,1,3,32,10,22,8,3,5,35,9,26
Fort Worth Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,0,0,0,1,1,0,26,4,22,0,0,0,48,0,48,0,0,0,0,0,0
Fortis College,,,,,,,,,,,,,,,,,,,,,,,,,,374,0,0,0,15,2,13,201,45,156,116,32,84,1,0,1,28,8,20,5,2,3,8,3,5
Fortis College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortis Institute,,,,,,,,,,,,,,,,,,,,,,,,,,392,2,0,2,3,0,3,160,34,126,192,41,151,0,0,0,29,5,24,2,0,2,4,1,3
Frank Phillips College,,,,,,,,,,,,,,,,,,,,,,,,,,1501,40,22,18,7,2,5,54,23,31,585,251,334,1,0,1,742,354,388,0,0,0,70,36,34
GA Beauty & Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,139,0,0,0,0,0,0,0,0,0,139,6,133,0,0,0,0,0,0,0,0,0,0,0,0
Galen College of Nursing-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,1756,9,1,8,60,13,47,201,28,173,669,89,580,10,1,9,624,75,549,130,23,107,52,10,42
Galveston College,17,1,1,0,1,1,0,2,1,1,3,1,2,0,0,0,10,7,3,0,0,0,0,0,0,2306,6,3,3,73,29,44,337,98,239,933,346,587,5,1,4,845,360,485,43,19,24,49,27,22
Gemini School of Visual Arts & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,3,2,1,2,1,1,0,0,0,6,3,3,0,0,0,0,0,0
Grace School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,0,0,0,0,0,27,8,19,15,12,3,0,0,0,35,26,9,1,1,0,145,109,36
Grayson College,,,,,,,,,,,,,,,,,,,,,,,,,,4438,224,101,123,77,28,49,354,121,233,564,238,326,24,13,11,3073,1264,1809,0,0,0,88,25,63
Guidance College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallmark University,,,,,,,,,,,,,,,,,,,,,,,,,,891,5,3,2,25,16,9,115,81,34,396,252,144,5,3,2,294,220,74,39,26,13,12,9,3
Hands on Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,0,2,1,1,14,2,12,8,1,7,0,0,0,10,0,10,0,0,0,0,0,0
Hardin-Simmons University,70,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,67,43,24,0,0,0,0,0,0,1742,9,5,4,34,14,20,192,119,73,348,158,190,1,0,1,1030,455,575,61,31,30,10,6,4
Hill College,,,,,,,,,,,,,,,,,,,,,,,,,,4600,20,7,13,54,32,22,199,66,133,558,225,333,9,3,6,2737,1088,1649,941,343,598,73,27,46
Houston Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2632,10,2,8,219,73,146,517,183,334,983,309,674,5,3,2,607,226,381,85,31,54,93,32,61
Houston Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,0,0,3,2,1,47,39,8,62,36,26,0,0,0,2,2,0,0,0,0,1,1,0
Houston Community College,,,,,,,,,,,,,,,,,,,,,,,,,,56151,84,35,49,5672,2643,3029,15131,5090,10041,20773,8464,12309,80,40,40,6769,3077,3692,1038,424,614,1122,510,612
Houston Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston International College Cardiotech Ultrasound School,,,,,,,,,,,,,,,,,,,,,,,,,,60,1,0,1,18,2,16,16,3,13,13,5,8,1,0,1,10,1,9,1,1,0,0,0,0
Houston School of Carpentry,,,,,,,,,,,,,,,,,,,,,,,,,,135,0,0,0,2,2,0,49,45,4,42,39,3,0,0,0,25,23,2,14,12,2,3,2,1
Houston Training School-Gulfgate,,,,,,,,,,,,,,,,,,,,,,,,,,158,0,0,0,2,0,2,27,2,25,128,3,125,0,0,0,1,0,1,0,0,0,0,0,0
Houston Training School-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,0,0,0,0,0,33,1,32,74,2,72,0,0,0,2,0,2,0,0,0,0,0,0
Houston Training Schools-Gessner,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,0,0,8,0,8,45,0,45,96,6,90,0,0,0,2,0,2,0,0,0,0,0,0
Howard College,,,,,,,,,,,,,,,,,,,,,,,,,,4293,18,7,11,42,18,24,122,60,62,2131,748,1383,5,2,3,1791,696,1095,110,34,76,53,10,43
Howard Payne University,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,969,6,1,5,3,1,2,119,91,28,242,113,129,2,0,2,493,245,248,30,15,15,74,47,27
Huston-Tillotson University,15,0,0,0,0,0,0,7,2,5,2,1,1,0,0,0,6,4,2,0,0,0,0,0,0,1112,6,1,5,4,1,3,715,259,456,295,105,190,1,0,1,53,33,20,7,1,6,7,0,7
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,0,0,1,0,1,35,18,17,14,3,11,0,0,0,3,2,1,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0,0,0,0,0,5,2,3,28,1,27,0,0,0,3,0,3,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,0,0,0,9,3,6,8,3,5,0,0,0,4,0,4,0,0,0,0,0,0
International Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,9,2,7,7,0,7,13,2,11,0,0,0,6,0,6,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksonville College-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,476,4,0,4,4,1,3,71,28,43,200,79,121,0,0,0,154,67,87,17,9,8,12,9,3
Jarvis Christian College,5,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,867,12,5,7,3,3,0,676,290,386,93,45,48,0,0,0,23,13,10,2,0,2,58,27,31
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,0,0,0,0,0,110,65,45,18,17,1,0,0,0,4,1,3,0,0,0,0,0,0
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,8,8,0,4,2,2,0,0,0,2,1,1,0,0,0,0,0,0
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,0,0,1,1,0,38,15,23,27,17,10,0,0,0,54,34,20,1,1,0,8,7,1
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,5584,30,13,17,47,22,25,1109,408,701,1298,525,773,3,1,2,2724,1055,1669,193,66,127,64,22,42
Lamar Institute of Technology,56,0,0,0,1,0,1,3,1,2,5,2,3,0,0,0,46,17,29,0,0,0,0,0,0,4015,21,9,12,116,60,56,1137,447,690,933,441,492,3,2,1,1675,866,809,129,48,81,1,1,0
Lamar State College-Orange,13,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,10,4,6,0,0,0,0,0,0,2395,8,4,4,44,17,27,436,105,331,213,81,132,2,1,1,1678,574,1104,0,0,0,14,5,9
Lamar State College-Port Arthur,25,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,19,6,13,0,0,0,0,0,0,2537,7,5,2,139,59,80,723,254,469,885,373,512,1,1,0,718,261,457,32,11,21,32,16,16
Lamar University,205,1,0,1,50,35,15,11,3,8,9,6,3,0,0,0,131,85,46,0,0,0,3,2,1,8701,28,11,17,446,231,215,2072,747,1325,1778,721,1057,8,2,6,3723,1623,2100,271,111,160,265,103,162
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,330,0,0,0,3,1,2,74,45,29,173,96,77,0,0,0,71,39,32,1,0,1,8,6,2
