name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,0,0,0,0,0,105,50,55,7,5,2,0,0,0,4,3,1,0,0,0,12,10,2
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,153,1,1,0,2,0,2,50,26,24,35,18,17,0,0,0,41,23,18,12,8,4,12,8,4
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,5867,26,12,14,43,21,22,1194,463,731,811,324,487,3,1,2,3564,1386,2178,138,62,76,51,20,31
Lamar Institute of Technology,63,0,0,0,0,0,0,2,1,1,5,3,2,0,0,0,56,26,30,0,0,0,0,0,0,2995,13,9,4,88,59,29,923,438,485,364,184,180,0,0,0,1483,870,613,13,9,4,111,65,46
Lamar State College-Orange,19,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,17,7,10,0,0,0,0,0,0,2426,11,4,7,51,25,26,378,67,311,138,49,89,0,0,0,1848,602,1246,0,0,0,0,0,0
Lamar State College-Port Arthur,29,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,24,9,15,1,0,1,0,0,0,2721,19,6,13,185,67,118,857,198,659,533,175,358,3,0,3,1069,314,755,32,15,17,22,1,21
Lamar University,208,0,0,0,36,29,7,5,1,4,4,2,2,0,0,0,163,107,56,0,0,0,0,0,0,9382,42,15,27,374,185,189,2788,976,1812,1053,482,571,1,0,1,4671,2035,2636,147,66,81,153,75,78
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,0,0,1,0,1,19,11,8,122,49,73,1,0,1,26,11,15,0,0,0,0,0,0
Laredo Beauty College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,209,0,0,0,0,0,0,1,0,1,206,13,193,0,0,0,2,0,2,0,0,0,0,0,0
Laredo CHI Academy Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laredo College,129,1,0,1,5,2,3,1,1,0,95,54,41,0,0,0,22,15,7,1,1,0,4,2,2,8726,5,3,2,17,9,8,13,5,8,8480,3710,4770,2,0,2,147,72,75,6,2,4,47,19,28
Lee College,,,,,,,,,,,,,,,,,,,,,,,,,,5911,21,9,12,79,48,31,859,434,425,2264,1156,1108,0,0,0,2485,1283,1202,65,28,37,67,31,36
LeTourneau University,51,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,44,34,10,1,1,0,0,0,0,2305,10,5,5,25,15,10,203,67,136,202,91,111,2,1,1,1433,841,592,77,41,36,246,74,172
Lincoln College of Technology-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,867,6,6,0,4,4,0,117,116,1,368,355,13,1,1,0,330,319,11,35,35,0,6,6,0
Lone Star College System,,,,,,,,,,,,,,,,,,,,,,,,,,64072,193,71,122,4106,2000,2106,10770,3557,7213,21625,8716,12909,0,0,0,22919,9549,13370,1851,784,1067,2608,1120,1488
Lubbock Christian University,59,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,57,32,25,0,0,0,0,0,0,1531,11,6,5,4,1,3,96,45,51,319,114,205,5,1,4,1068,410,658,0,0,0,0,0,0
M T Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,6,5,1,25,23,2,11,7,4,0,0,0,18,14,4,1,1,0,1,1,0
Manuel and Theresa's School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel and Theresa's School of Hair Design-Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,4,1,3,17,0,17,0,0,0,4,0,4,0,0,0,0,0,0
Manuel and Theresa's School of Hair Design-Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,0,1,0,1,19,3,16,0,0,0,3,0,3,0,0,0,0,0,0
McAllen Careers Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLennan Community College,103,0,0,0,2,2,0,7,2,5,5,3,2,0,0,0,89,35,54,0,0,0,0,0,0,8555,25,10,15,103,53,50,1318,407,911,2087,714,1373,4,1,3,4966,1771,3195,5,3,2,36,21,15
McMurry University,49,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,46,34,12,0,0,0,0,0,0,1212,8,2,6,13,4,9,193,121,72,250,135,115,3,3,0,699,332,367,25,11,14,6,4,2
MediaTech Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,176,1,1,0,0,0,0,86,73,13,32,28,4,0,0,0,51,50,1,6,6,0,0,0,0
MediaTech Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,126,0,0,0,1,1,0,74,66,8,27,26,1,0,0,0,20,18,2,4,4,0,0,0,0
Messenger College,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,0,0,0,3,1,2,6,3,3,0,0,0,38,18,20,0,0,0,0,0,0
Miami International University of Art & Design-Art Institute Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,1408,8,4,4,22,10,12,109,50,59,367,183,184,2,1,1,234,103,131,14,10,4,652,337,315
Michael's Barber & Hair Stylist Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid Cities Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland College,,,,,,,,,,,,,,,,,,,,,,,,,,5233,15,13,2,97,45,52,303,119,184,2193,839,1354,6,0,6,2368,1019,1349,72,25,47,166,67,99
Midwestern State University,113,1,0,1,6,5,1,1,0,1,4,2,2,0,0,0,92,64,28,1,0,1,1,0,1,5193,33,16,17,161,68,93,760,361,399,757,311,446,15,12,3,3003,1188,1815,129,63,66,51,29,22
Milan Institute of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,174,0,0,0,1,1,0,20,8,12,108,13,95,0,0,0,45,4,41,0,0,0,0,0,0
Milan Institute of Cosmetology-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,458,4,0,4,2,0,2,21,1,20,408,22,386,0,0,0,23,0,23,0,0,0,0,0,0
Milan Institute of Cosmetology-San Antonio Military,,,,,,,,,,,,,,,,,,,,,,,,,,248,1,0,1,0,0,0,16,0,16,213,24,189,0,0,0,16,1,15,0,0,0,2,0,2
Milan Institute-Amarillo,,,,,,,,,,,,,,,,,,,,,,,,,,162,2,0,2,1,1,0,27,1,26,80,3,77,0,0,0,50,4,46,0,0,0,1,1,0
Milan Institute-San Antonio Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,314,3,0,3,4,0,4,40,4,36,207,14,193,2,0,2,55,6,49,1,0,1,2,0,2
Mission Beauty Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana Barber Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View College,,,,,,,,,,,,,,,,,,,,,,,,,,8797,27,10,17,305,150,155,2256,815,1441,4851,2053,2798,2,1,1,1043,508,535,81,35,46,219,113,106
Mystros Barber Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,254,2,1,1,1,0,1,98,28,70,38,8,30,1,1,0,91,28,63,15,6,9,8,1,7
National American University-Career Point College Teachout Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,173,1,1,0,0,0,0,37,7,30,39,7,32,0,0,0,78,15,63,16,4,12,2,1,1
National American University-Killeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,189,1,1,0,0,0,0,124,30,94,13,4,9,0,0,0,35,9,26,16,3,13,0,0,0
National American University-Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,197,1,1,0,2,1,1,158,46,112,4,0,4,0,0,0,20,4,16,12,6,6,0,0,0
Natural Images Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navarro College,,,,,,,,,,,,,,,,,,,,,,,,,,10256,47,23,24,70,27,43,2333,1042,1291,1929,738,1191,29,15,14,5670,2217,3453,47,24,23,2,2,0
Neecee's Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neilson Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,0,0,0,4,0,4,47,1,46,0,0,0,0,0,0,0,0,0,0,0,0
North American University,,,,,,,,,,,,,,,,,,,,,,,,,,350,3,2,1,12,7,5,61,32,29,47,22,25,0,0,0,42,25,17,8,4,4,10,5,5
North Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,10335,75,26,49,219,113,106,960,372,588,1893,786,1107,10,2,8,6723,2867,3856,302,116,186,65,35,30
North Lake College,,,,,,,,,,,,,,,,,,,,,,,,,,11365,42,17,25,1150,561,589,2320,956,1364,4022,1724,2298,7,2,5,3191,1563,1628,126,58,68,455,230,225
Northeast Lakeview College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Texas Community College,,,,,,,,,,,,,,,,,,,,,,,,,,3276,17,7,10,14,5,9,410,160,250,691,282,409,3,0,3,1838,656,1182,91,40,51,72,31,41
Northwest Educational Center,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,0,0,2,1,1,65,2,63,93,9,84,0,0,0,5,0,5,0,0,0,1,0,1
Northwest Vista College,78,0,0,0,3,1,2,2,2,0,25,17,8,0,0,0,47,27,20,0,0,0,1,1,0,15965,38,19,19,468,212,256,870,412,458,9392,4078,5314,33,17,16,4344,1995,2349,602,269,333,185,101,84
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,3,0,3,2,0,2,42,5,37,0,0,0,12,3,9,0,0,0,0,0,0
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,0,0,0,0,0,5,0,5,58,6,52,0,0,0,5,2,3,0,0,0,0,0,0
Oblate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,360,0,0,0,8,7,1,92,91,1,63,63,0,1,0,1,175,167,8,21,21,0,0,0,0
Odessa College,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,0,5059,27,8,19,48,20,28,189,72,117,2823,1027,1796,4,1,3,1534,596,938,0,0,0,378,144,234
Ogle School Hair Skin Nails-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,0,0,3,0,3,87,4,83,42,2,40,1,0,1,69,2,67,8,0,8,2,0,2
Ogle School Hair Skin Nails-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,231,2,0,2,2,0,2,122,3,119,51,3,48,0,0,0,38,5,33,9,1,8,7,0,7
Ogle School Hair Skin Nails-Denton,,,,,,,,,,,,,,,,,,,,,,,,,,151,3,0,3,1,0,1,18,1,17,24,0,24,0,0,0,95,3,92,2,0,2,8,0,8
Ogle School Hair Skin Nails-Ft Worth,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,0,0,3,0,3,36,0,36,50,3,47,1,0,1,122,6,116,9,1,8,2,0,2
Ogle School Hair Skin Nails-Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,161,0,0,0,1,0,1,31,2,29,22,1,21,1,0,1,89,1,88,6,0,6,10,1,9
Ogle School Hair Skin Nails-North Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,154,2,0,2,3,1,2,66,3,63,30,0,30,0,0,0,47,4,43,5,0,5,1,0,1
Ogle School Hair Skin Nails-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,170,1,0,1,2,0,2,19,1,18,103,6,97,0,0,0,39,0,39,5,0,5,1,0,1
Ogle School Hair Skin Nails-Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady of the Lake University,33,0,0,0,1,1,0,2,1,1,9,5,4,0,0,0,20,6,14,0,0,0,1,0,1,1555,9,3,6,19,7,12,118,37,81,1129,295,834,1,0,1,181,50,131,0,0,0,82,29,53
Palo Alto College,82,1,1,0,1,0,1,6,4,2,31,17,14,0,0,0,43,22,21,0,0,0,0,0,0,8427,22,11,11,74,28,46,286,121,165,5850,2274,3576,10,6,4,1894,745,1149,147,67,80,137,74,63
Panola College,,,,,,,,,,,,,,,,,,,,,,,,,,2699,13,3,10,8,4,4,605,153,452,260,87,173,0,0,0,1729,662,1067,43,19,24,0,0,0
Paris Junior College,,,,,,,,,,,,,,,,,,,,,,,,,,5301,107,43,64,46,17,29,579,235,344,623,255,368,1,1,0,3892,1582,2310,36,16,20,1,1,0
Parker University,,,,,,,,,,,,,,,,,,,,,,,,,,157,3,0,3,6,2,4,33,13,20,28,10,18,1,0,1,80,35,45,2,0,2,3,2,1
Paul Mitchell the School-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,237,0,0,0,9,2,7,52,4,48,64,4,60,0,0,0,94,3,91,18,1,17,0,0,0
Paul Mitchell the School-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,171,1,0,1,1,0,1,25,0,25,46,1,45,0,0,0,96,6,90,2,0,2,0,0,0
Paul Mitchell the School-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,272,1,1,0,12,1,11,53,4,49,78,14,64,3,1,2,114,10,104,1,0,1,8,0,8
Paul Mitchell the School-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,257,2,0,2,4,0,4,9,0,9,163,13,150,1,0,1,58,4,54,20,0,20,0,0,0
Paul Mitchell the School-Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Quinn College,,,,,,,,,,,,,,,,,,,,,,,,,,243,0,0,0,0,0,0,211,93,118,27,16,11,0,0,0,3,1,2,0,0,0,0,0,0
PCCenter,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,51,9,42,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0
PCI Health Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,521,0,0,0,12,1,11,152,11,141,287,29,258,0,0,0,62,5,57,0,0,0,7,1,6
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,0,0,0,28,15,13,12,6,6,0,0,0,6,0,6,0,0,0,2,2,0
Pima Medical Institute-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pima Medical Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,898,4,1,3,66,32,34,172,44,128,423,62,361,0,0,0,210,32,178,8,2,6,15,5,10
Pima Medical Institution-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipo Academy of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0
Platt College-Edge Tech Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platt College-STVT-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,0,0,3,0,3,17,10,7,199,88,111,0,0,0,42,23,19,2,2,0,5,2,3
Platt College-STVT-McAllen,,,,,,,,,,,,,,,,,,,,,,,,,,351,2,0,2,0,0,0,1,1,0,328,76,252,0,0,0,11,1,10,0,0,0,9,2,7
Platt College-STVT-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,0,0,0,0,0,7,7,0,121,115,6,0,0,0,33,30,3,0,0,0,9,9,0
Prairie View A & M University,134,0,0,0,34,31,3,72,51,21,3,2,1,0,0,0,23,17,6,0,0,0,0,0,0,6731,14,8,6,164,100,64,5767,2323,3444,396,168,228,3,2,1,191,111,80,74,27,47,37,18,19
Preparing People Barber Styling College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Career Training Institute,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,0,0,4,4,0,88,76,12,10,8,2,0,0,0,12,11,1,0,0,0,0,0,0
Quest College,,,,,,,,,,,,,,,,,,,,,,,,,,355,0,0,0,6,1,5,109,23,86,168,13,155,2,0,2,66,4,62,0,0,0,1,1,0
Ranger College,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,1893,12,3,9,11,4,7,96,59,37,437,184,253,0,0,0,1314,544,770,0,0,0,6,2,4
Remington College-Dallas Campus,,,,,,,,,,,,,,,,,,,,,,,,,,904,1,0,1,14,6,8,252,60,192,413,109,304,50,50,0,167,0,167,6,0,6,1,0,1
Remington College-Fort Worth Campus,,,,,,,,,,,,,,,,,,,,,,,,,,408,1,0,1,9,1,8,114,29,85,144,31,113,1,1,0,125,44,81,14,2,12,0,0,0
Remington College-Houston Southeast Campus,,,,,,,,,,,,,,,,,,,,,,,,,,252,0,0,0,2,1,1,53,5,48,104,12,92,1,0,1,85,7,78,7,1,6,0,0,0
Remington College-North Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,474,0,0,0,4,0,4,177,25,152,231,43,188,1,0,1,52,5,47,8,1,7,0,0,0
Rice University,404,0,0,0,45,31,14,7,5,2,19,17,2,0,0,0,332,259,73,0,0,0,0,0,0,3965,6,4,2,840,421,419,253,117,136,591,284,307,0,0,0,1551,870,681,185,81,104,55,27,28
Richland College,,,,,,,,,,,,,,,,,,,,,,,,,,19287,74,34,40,2671,1281,1390,4206,1642,2564,5650,2471,3179,17,6,11,5495,2651,2844,228,100,128,786,389,397
Rio Grande Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,0,0,2,1,1,0,0,0,210,41,169,0,0,0,11,5,6,0,0,0,0,0,0
Saint Edward's University,58,0,0,0,1,1,0,1,0,1,2,0,2,0,0,0,54,32,22,0,0,0,0,0,0,4089,18,5,13,112,34,78,162,59,103,1509,500,1009,9,5,4,1759,707,1052,119,44,75,62,26,36
Salon & Spa Institute,,,,,,,,,,,,,,,,,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,102,4,98,0,0,0,2,0,2,0,0,0,1,1,0
Salon Boutique Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salon Professional Academy of San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Houston State University,311,1,1,0,7,3,4,6,4,2,9,5,4,0,0,0,260,166,94,0,0,0,0,0,0,16255,68,24,44,182,84,98,2915,1081,1834,3064,1181,1883,25,12,13,9068,3881,5187,379,156,223,352,168,184
San Antonio College,246,1,0,1,11,4,7,19,6,13,69,31,38,0,0,0,144,82,62,0,0,0,2,0,2,23004,61,27,34,637,268,369,1510,622,888,13194,5284,7910,35,17,18,6759,2800,3959,700,288,412,3,2,1
San Jacinto Community College,,,,,,,,,,,,,,,,,,,,,,,,,,28385,57,26,31,1385,663,722,2748,1088,1660,13191,5621,7570,50,18,32,8475,3772,4703,619,273,346,1352,655,697
School of Automotive Machinists & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,0,0,2,2,0,20,19,1,17,17,0,1,1,0,110,110,0,3,3,0,0,0,0
Schreiner University,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,7,0,0,0,0,0,0,1065,3,2,1,11,2,9,36,21,15,307,131,176,1,0,1,663,284,379,39,13,26,0,0,0
Sebring Career Schools-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,0,0,82,8,74,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0
Sebring Career Schools-Huntsville,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0,0,1,0,1,8,2,6,6,1,5,0,0,0,16,2,14,0,0,0,0,0,0
Seguin Beauty School-New Braunfels,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,0,0,0,0,0,0,15,2,13,0,0,0,23,1,22,0,0,0,0,0,0
Seguin Beauty School-Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,0,0,0,1,0,1,30,4,26,0,0,0,17,1,16,0,0,0,0,0,0
South Plains College,211,0,0,0,6,2,4,3,1,2,13,5,8,0,0,0,189,102,87,0,0,0,0,0,0,9559,244,107,137,166,75,91,613,263,350,3667,1553,2114,33,15,18,4765,2247,2518,0,0,0,0,0,0
South Texas Barber College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,1,1,0,37,30,7,0,0,0,4,2,2,0,0,0,0,0,0
South Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,31232,11,6,5,264,112,152,74,33,41,29130,12610,16520,11,6,5,854,385,469,54,28,26,830,373,457
South Texas College of Law Houston,45,0,0,0,1,1,0,4,1,3,2,0,2,0,0,0,38,28,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
South Texas Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,136,0,0,0,0,0,0,0,0,0,132,15,117,0,0,0,4,1,3,0,0,0,0,0,0
South Texas Vocational Technical Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,278,0,0,0,0,0,0,0,0,0,275,72,203,0,0,0,3,3,0,0,0,0,0,0,0
South Texas Vocational Technical Institute-Weslaco,,,,,,,,,,,,,,,,,,,,,,,,,,316,0,0,0,1,0,1,0,0,0,293,112,181,0,0,0,10,6,4,2,1,1,10,2,8
South University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,0,0,4,1,3,29,14,15,33,14,19,2,0,2,65,27,38,0,0,0,8,4,4
Southeast Texas Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,0,1,2,0,2,4,0,4,3,0,3,0,0,0,108,2,106,1,0,1,0,0,0
Southern Careers Institute-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,316,0,0,0,3,1,2,40,10,30,172,25,147,0,0,0,51,8,43,0,0,0,50,7,43
Southern Careers Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,0,0,0,0,0,0,0,0,308,87,221,0,0,0,4,1,3,0,0,0,1,0,1
Southern Careers Institute-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,320,1,0,1,3,0,3,10,3,7,234,34,200,0,0,0,67,12,55,3,0,3,2,2,0
Southern Careers Institute-Harlingen,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,0,0,0,0,0,1,0,1,326,62,264,0,0,0,3,2,1,0,0,0,1,0,1
Southern Careers Institute-Pharr,,,,,,,,,,,,,,,,,,,,,,,,,,358,1,0,1,0,0,0,1,0,1,353,84,269,0,0,0,3,2,1,0,0,0,0,0,0
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,612,1,0,1,0,0,0,28,10,18,535,87,448,0,0,0,39,8,31,0,0,0,8,1,7
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,279,1,1,0,3,1,2,32,11,21,195,65,130,1,0,1,39,14,25,4,1,3,4,1,3
Southern Careers Institute-Waco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist University,363,0,0,0,32,25,7,12,8,4,18,15,3,0,0,0,296,215,81,2,1,1,0,0,0,6357,27,13,14,429,197,232,355,195,160,745,347,398,7,6,1,4162,2053,2109,187,80,107,22,14,8
Southern Texas Careers Academy,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0,0,0,0,0,0,0,0,32,2,30,0,0,0,1,0,1,0,0,0,0,0,0
Southwest Collegiate Institute for the Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,0,0,4,2,2,19,10,9,63,31,32,0,0,0,40,18,22,4,1,3,0,0,0
Southwest School of Business and Technical Careers-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,230,0,0,0,3,0,3,39,3,36,133,7,126,0,0,0,55,4,51,0,0,0,0,0,0
Southwest Texas Junior College,43,0,0,0,0,0,0,0,0,0,13,8,5,0,0,0,30,14,16,0,0,0,0,0,0,5410,46,14,32,20,10,10,66,46,20,4490,1780,2710,2,2,0,718,346,372,26,12,14,42,24,18
Southwest University at El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,1296,1,1,0,5,1,4,30,20,10,1211,514,697,0,0,0,48,22,26,0,0,0,1,1,0
Southwestern Adventist University,19,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,17,13,4,0,0,0,0,0,0,791,2,0,2,40,16,24,119,51,68,322,134,188,6,0,6,181,84,97,32,16,16,32,13,19
Southwestern Assemblies of God University,,,,,,,,,,,,,,,,,,,,,,,,,,1700,31,15,16,17,8,9,166,105,61,347,155,192,10,6,4,1092,514,578,13,5,8,17,7,10
Southwestern Baptist Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Christian College,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,172,0,0,0,0,0,0,149,82,67,7,2,5,1,0,1,1,1,0,0,0,0,0,0,0
Southwestern University,91,0,0,0,4,1,3,1,0,1,5,3,2,0,0,0,80,42,38,0,0,0,1,1,0,1535,9,4,5,67,29,38,73,39,34,290,135,155,2,1,1,1024,422,602,30,15,15,15,5,10
St Philip's College,108,1,0,1,0,0,0,20,11,9,24,15,9,0,0,0,61,38,23,2,2,0,0,0,0,10238,23,12,11,259,125,134,1043,418,625,5310,2395,2915,14,5,9,3116,1360,1756,299,112,187,133,84,49
St. Mary's University,134,1,1,0,5,5,0,4,3,1,14,9,5,2,2,0,101,61,40,0,0,0,0,0,0,2393,5,2,3,63,25,38,84,35,49,1733,713,1020,5,2,3,337,177,160,0,0,0,65,34,31
Star College of Cosmetology 2,,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,0,1,0,1,17,1,16,19,0,19,0,0,0,53,1,52,0,0,0,0,0,0
Stephen F Austin State University,256,2,1,1,0,0,0,8,7,1,10,5,5,0,0,0,228,151,77,8,3,5,0,0,0,11006,56,25,31,108,48,60,2406,787,1619,1514,533,981,5,2,3,6299,2406,3893,254,99,155,281,121,160
Strand Institute of Beauty & Esthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
