name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,158,2,1,1,6,2,4,59,31,28,28,19,9,0,0,0,44,23,21,2,1,1,13,11,2
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,6231,29,10,19,50,18,32,1318,491,827,811,304,507,4,1,3,3755,1408,2347,140,57,83,60,17,43
Lamar Institute of Technology,55,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0,49,23,26,0,0,0,0,0,0,2894,21,13,8,73,42,31,957,464,493,315,167,148,1,0,1,1432,820,612,0,0,0,94,61,33
Lamar State College-Orange,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,7,10,0,0,0,0,0,0,2648,15,5,10,49,21,28,434,89,345,150,57,93,0,0,0,2000,619,1381,0,0,0,0,0,0
Lamar State College-Port Arthur,31,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,28,9,19,1,0,1,0,0,0,2708,16,7,9,152,67,85,911,220,691,467,165,302,4,1,3,1086,351,735,28,12,16,43,7,36
Lamar University,,,,,,,,,,,,,,,,,,,,,,,,,,9802,58,27,31,366,180,186,3055,1018,2037,957,443,514,1,0,1,4803,2093,2710,102,43,59,251,113,138
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,197,0,0,0,1,0,1,13,5,8,150,60,90,0,0,0,24,10,14,5,3,2,4,1,3
Laredo Beauty College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,189,0,0,0,0,0,0,0,0,0,137,11,126,0,0,0,52,0,52,0,0,0,0,0,0
Laredo CHI Academy Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laredo College,135,0,0,0,5,2,3,1,1,0,100,58,42,0,0,0,21,15,6,2,2,0,6,3,3,9356,6,5,1,31,19,12,19,6,13,8996,3952,5044,2,1,1,123,61,62,5,3,2,58,24,34
Lee College,,,,,,,,,,,,,,,,,,,,,,,,,,6049,11,8,3,93,52,41,932,416,516,2117,1010,1107,0,0,0,2686,1310,1376,48,23,25,91,45,46
LeTourneau University,42,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,37,28,9,0,0,0,0,0,0,2450,13,5,8,21,16,5,291,84,207,213,87,126,2,1,1,1588,919,669,43,20,23,188,62,126
Lincoln College of Technology-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,730,5,5,0,5,5,0,127,124,3,286,278,8,0,0,0,272,266,6,17,17,0,18,17,1
Lone Star College System,,,,,,,,,,,,,,,,,,,,,,,,,,64872,216,83,133,3712,1747,1965,11452,3560,7892,20478,8272,12206,0,0,0,24121,9875,14246,1672,705,967,3221,1328,1893
Lubbock Christian University,56,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,54,30,24,0,0,0,0,0,0,1640,15,4,11,5,2,3,109,53,56,355,125,230,6,1,5,1111,447,664,0,0,0,0,0,0
M T Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel and Theresa's School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel and Theresa's School of Hair Design-Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,0,0,0,6,1,5,22,2,20,0,0,0,10,0,10,0,0,0,0,0,0
Manuel and Theresa's School of Hair Design-Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,0,0,0,1,0,1,12,0,12,0,0,0,8,0,8,0,0,0,0,0,0
McAllen Careers Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLennan Community College,103,0,0,0,2,2,0,7,2,5,5,3,2,0,0,0,89,39,50,0,0,0,0,0,0,9302,23,7,16,103,48,55,1434,473,961,2156,738,1418,5,0,5,5370,1906,3464,160,64,96,35,18,17
McMurry University,38,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,35,23,12,0,0,0,0,0,0,1365,13,6,7,15,6,9,210,124,86,250,142,108,4,4,0,811,391,420,35,20,15,3,1,2
MediaTech Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,180,1,1,0,1,1,0,70,62,8,25,21,4,2,2,0,76,70,6,0,0,0,5,5,0
MediaTech Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,137,0,0,0,2,2,0,67,56,11,28,26,2,0,0,0,40,38,2,0,0,0,0,0,0
Messenger College,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,1,1,0,0,0,2,1,1,3,1,2,0,0,0,54,29,25,2,1,1,0,0,0
Miami International University of Art & Design-Art Institute Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,1603,11,6,5,44,18,26,195,101,94,430,195,235,4,3,1,464,190,274,32,13,19,423,207,216
Michael's Barber & Hair Stylist Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid Cities Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland College,,,,,,,,,,,,,,,,,,,,,,,,,,5530,14,6,8,95,37,58,297,111,186,2142,815,1327,6,0,6,2616,1077,1539,63,24,39,293,125,168
Midwestern State University,110,1,0,1,4,4,0,1,0,1,4,2,2,0,0,0,91,65,26,2,0,2,1,0,1,5238,44,15,29,164,70,94,657,327,330,672,297,375,17,14,3,3145,1267,1878,108,56,52,50,27,23
Milan Institute of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,202,2,0,2,1,0,1,13,6,7,117,15,102,0,0,0,66,5,61,1,0,1,2,0,2
Milan Institute of Cosmetology-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,375,1,0,1,1,0,1,5,1,4,341,16,325,0,0,0,19,1,18,0,0,0,4,0,4
Milan Institute of Cosmetology-San Antonio Military,,,,,,,,,,,,,,,,,,,,,,,,,,270,0,0,0,0,0,0,15,1,14,235,18,217,0,0,0,19,2,17,0,0,0,1,0,1
Milan Institute-Amarillo,,,,,,,,,,,,,,,,,,,,,,,,,,150,1,0,1,1,0,1,13,0,13,76,3,73,0,0,0,50,2,48,0,0,0,9,1,8
Milan Institute-San Antonio Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,316,2,0,2,2,0,2,35,4,31,221,22,199,2,1,1,46,3,43,0,0,0,8,0,8
Mission Beauty Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana Barber Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View College,,,,,,,,,,,,,,,,,,,,,,,,,,9068,31,16,15,354,166,188,2396,831,1565,4844,2077,2767,3,1,2,1109,535,574,49,17,32,254,118,136
Mystros Barber Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,492,3,2,1,2,0,2,173,58,115,79,21,58,1,1,0,174,58,116,37,14,23,23,4,19
National American University-Career Point College Teachout Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Killeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,199,3,1,2,0,0,0,122,43,79,15,4,11,1,0,1,43,8,35,15,2,13,0,0,0
National American University-Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural Images Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navarro College,,,,,,,,,,,,,,,,,,,,,,,,,,10098,61,35,26,54,24,30,2200,979,1221,1774,674,1100,28,10,18,5759,2177,3582,63,24,39,0,0,0
Neecee's Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neilson Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,5,1,4,52,2,50,0,0,0,0,0,0,0,0,0,0,0,0
North American University,,,,,,,,,,,,,,,,,,,,,,,,,,304,1,1,0,6,3,3,66,24,42,47,21,26,0,0,0,26,16,10,4,0,4,13,4,9
North Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,10234,69,21,48,191,105,86,942,387,555,1756,748,1008,16,5,11,6623,2786,3837,426,151,275,133,72,61
North Lake College,,,,,,,,,,,,,,,,,,,,,,,,,,11397,46,23,23,1239,613,626,2275,866,1409,3746,1572,2174,11,4,7,3388,1598,1790,108,45,63,506,247,259
Northeast Lakeview College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Texas Community College,,,,,,,,,,,,,,,,,,,,,,,,,,3360,10,0,10,18,12,6,448,160,288,762,310,452,5,2,3,1964,682,1282,76,27,49,9,4,5
Northwest Educational Center,,,,,,,,,,,,,,,,,,,,,,,,,,272,0,0,0,4,1,3,115,16,99,136,19,117,0,0,0,8,2,6,0,0,0,0,0,0
Northwest Vista College,78,0,0,0,2,1,1,2,2,0,26,17,9,0,0,0,47,27,20,0,0,0,1,1,0,15992,36,15,21,461,218,243,852,411,441,9317,4086,5231,35,15,20,4605,2094,2511,538,218,320,130,73,57
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,2,0,2,47,6,41,0,0,0,11,2,9,0,0,0,0,0,0
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,0,0,0,5,0,5,59,6,53,0,0,0,6,3,3,0,0,0,0,0,0
Oblate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,338,0,0,0,7,6,1,100,98,2,51,50,1,2,2,0,160,156,4,18,18,0,0,0,0
Odessa College,,,,,,,,,,,,,,,,,,,,,,,,,,5039,18,3,15,45,19,26,145,50,95,2803,1031,1772,3,2,1,1977,714,1263,3,1,2,0,0,0
Ogle School Hair Skin Nails-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,199,0,0,0,2,0,2,81,5,76,45,3,42,0,0,0,62,3,59,5,1,4,4,0,4
Ogle School Hair Skin Nails-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,215,2,0,2,0,0,0,81,3,78,59,1,58,0,0,0,35,4,31,7,0,7,31,1,30
Ogle School Hair Skin Nails-Denton,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,0,0,0,0,0,18,1,17,16,0,16,1,0,1,95,2,93,1,1,0,2,0,2
Ogle School Hair Skin Nails-Ft Worth,,,,,,,,,,,,,,,,,,,,,,,,,,228,0,0,0,3,0,3,49,3,46,54,2,52,0,0,0,107,2,105,4,2,2,11,0,11
Ogle School Hair Skin Nails-Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,173,0,0,0,1,0,1,28,0,28,38,0,38,0,0,0,92,7,85,4,0,4,10,0,10
Ogle School Hair Skin Nails-North Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,166,1,0,1,1,0,1,57,5,52,24,0,24,1,0,1,71,4,67,4,1,3,7,0,7
Ogle School Hair Skin Nails-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,120,1,0,1,0,0,0,11,1,10,80,7,73,1,1,0,21,0,21,3,0,3,3,0,3
Ogle School Hair Skin Nails-Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady of the Lake University,,,,,,,,,,,,,,,,,,,,,,,,,,1507,6,1,5,11,6,5,121,33,88,940,259,681,2,0,2,223,61,162,0,0,0,177,47,130
Palo Alto College,85,1,1,0,1,0,1,6,4,2,31,17,14,0,0,0,46,23,23,0,0,0,0,0,0,8568,20,9,11,91,29,62,263,111,152,6063,2330,3733,12,8,4,1958,762,1196,123,53,70,33,14,19
Panola College,,,,,,,,,,,,,,,,,,,,,,,,,,2581,21,4,17,13,6,7,597,152,445,215,63,152,2,0,2,1666,572,1094,42,17,25,0,0,0
Paris Junior College,,,,,,,,,,,,,,,,,,,,,,,,,,5513,104,52,52,48,20,28,649,261,388,567,235,332,5,4,1,4081,1592,2489,40,20,20,8,2,6
Parker University,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,0,0,6,2,4,19,5,14,23,9,14,0,0,0,82,46,36,2,1,1,5,3,2
Paul Mitchell the School-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,190,0,0,0,8,2,6,33,3,30,49,6,43,0,0,0,93,4,89,6,0,6,1,0,1
Paul Mitchell the School-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,174,1,0,1,4,0,4,27,2,25,50,3,47,0,0,0,91,3,88,0,0,0,1,0,1
Paul Mitchell the School-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,341,2,0,2,12,2,10,71,3,68,108,9,99,2,1,1,139,16,123,0,0,0,5,0,5
Paul Mitchell the School-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,0,0,4,0,4,7,0,7,185,15,170,0,0,0,65,5,60,20,1,19,0,0,0
Paul Mitchell the School-Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Quinn College,,,,,,,,,,,,,,,,,,,,,,,,,,192,1,0,1,0,0,0,166,79,87,21,11,10,0,0,0,1,0,1,2,1,1,0,0,0
PCCenter,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,52,7,45,7,1,6,0,0,0,1,0,1,0,0,0,0,0,0
PCI Health Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,524,3,0,3,7,0,7,133,9,124,308,22,286,1,0,1,71,7,64,0,0,0,1,0,1
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0,0,0,0,0,14,1,13,6,1,5,0,0,0,9,0,9,0,0,0,0,0,0
Pima Medical Institute-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pima Medical Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,574,1,0,1,42,17,25,109,25,84,274,43,231,0,0,0,137,17,120,3,0,3,7,2,5
Pima Medical Institution-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipo Academy of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,0,0,0,0,0,0,0,43,8,35,0,0,0,0,0,0,0,0,0,0,0,0
Platt College-Edge Tech Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platt College-STVT-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,370,2,1,1,2,0,2,26,15,11,285,125,160,0,0,0,48,22,26,2,1,1,4,3,1
Platt College-STVT-McAllen,,,,,,,,,,,,,,,,,,,,,,,,,,576,1,0,1,1,0,1,0,0,0,552,144,408,0,0,0,10,2,8,2,0,2,10,6,4
Platt College-STVT-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,210,0,0,0,0,0,0,10,9,1,167,161,6,0,0,0,29,27,2,1,1,0,3,3,0
Prairie View A & M University,143,0,0,0,36,33,3,76,52,24,3,2,1,0,0,0,24,18,6,0,0,0,0,0,0,6824,10,4,6,158,93,65,5746,2289,3457,426,153,273,5,2,3,272,127,145,120,39,81,19,5,14
Preparing People Barber Styling College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professional Career Training Institute,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,0,0,1,1,0,87,74,13,15,14,1,0,0,0,11,10,1,0,0,0,0,0,0
Quest College,,,,,,,,,,,,,,,,,,,,,,,,,,369,2,0,2,5,0,5,77,2,75,79,11,68,0,0,0,45,5,40,0,0,0,161,22,139
Ranger College,,,,,,,,,,,,,,,,,,,,,,,,,,1929,0,0,0,15,8,7,72,40,32,429,170,259,8,5,3,1367,546,821,0,0,0,9,0,9
Remington College-Dallas Campus,,,,,,,,,,,,,,,,,,,,,,,,,,988,5,1,4,11,7,4,308,76,232,405,89,316,51,50,1,201,2,199,6,0,6,1,0,1
Remington College-Fort Worth Campus,,,,,,,,,,,,,,,,,,,,,,,,,,489,3,0,3,14,1,13,114,38,76,141,35,106,1,1,0,205,41,164,11,2,9,0,0,0
Remington College-Houston Southeast Campus,,,,,,,,,,,,,,,,,,,,,,,,,,293,1,0,1,7,1,6,55,2,53,122,11,111,1,0,1,99,4,95,8,3,5,0,0,0
Remington College-North Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,545,1,0,1,2,0,2,207,33,174,241,31,210,2,1,1,85,14,71,7,1,6,0,0,0
Rice University,400,0,0,0,43,32,11,8,6,2,16,14,2,0,0,0,331,257,74,0,0,0,0,0,0,3848,7,4,3,813,415,398,253,120,133,549,263,286,3,1,2,1571,853,718,193,86,107,49,25,24
Richland College,,,,,,,,,,,,,,,,,,,,,,,,,,19552,91,40,51,2775,1368,1407,4174,1628,2546,5445,2410,3035,21,8,13,5852,2811,3041,203,84,119,779,380,399
Rio Grande Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,28,6,22,0,0,0,1,1,0,0,0,0,0,0,0
Saint Edward's University,60,0,0,0,1,1,0,1,0,1,2,0,2,0,0,0,55,36,19,1,1,0,0,0,0,4238,23,10,13,101,35,66,185,67,118,1471,513,958,10,8,2,1965,769,1196,131,51,80,67,34,33
Salon & Spa Institute,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0,0,0,0,0,0,0,0,25,4,21,0,0,0,1,0,1,1,0,1,0,0,0
Salon Boutique Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salon Professional Academy of San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Houston State University,309,1,1,0,18,11,7,5,4,1,13,8,5,0,0,0,265,168,97,0,0,0,0,0,0,15611,57,21,36,160,81,79,2681,1000,1681,2728,1101,1627,20,11,9,9115,4012,5103,263,103,160,367,170,197
San Antonio College,265,1,0,1,10,3,7,20,6,14,70,32,38,2,1,1,160,88,72,0,0,0,2,0,2,23134,67,31,36,643,289,354,1381,573,808,12988,5236,7752,37,24,13,7290,3000,4290,578,252,326,28,16,12
San Jacinto Community College,,,,,,,,,,,,,,,,,,,,,,,,,,28721,78,33,45,1366,655,711,2665,984,1681,12711,5380,7331,35,15,20,8720,3726,4994,653,295,358,2109,1030,1079
School of Automotive Machinists & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,148,0,0,0,1,1,0,18,18,0,12,12,0,0,0,0,108,108,0,5,5,0,0,0,0
Schreiner University,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,7,0,0,0,0,0,0,1068,4,1,3,10,3,7,38,28,10,298,122,176,1,0,1,680,292,388,32,11,21,0,0,0
Sebring Career Schools-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,0,0,83,12,71,0,0,0,3,0,3,0,0,0,16,0,16,0,0,0,0,0,0
Sebring Career Schools-Huntsville,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,12,3,9,5,1,4,0,0,0,11,1,10,0,0,0,0,0,0
Seguin Beauty School-New Braunfels,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,0,24,3,21,0,0,0,30,2,28,0,0,0,0,0,0
Seguin Beauty School-Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,6,0,6,26,2,24,0,0,0,22,0,22,0,0,0,0,0,0
South Plains College,,,,,,,,,,,,,,,,,,,,,,,,,,9444,31,14,17,86,39,47,333,135,198,3471,1573,1898,0,0,0,5465,2507,2958,0,0,0,0,0,0
South Texas Barber College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,0,0,0,3,3,0,41,29,12,0,0,0,3,3,0,0,0,0,0,0,0
South Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,30824,0,0,0,253,106,147,68,38,30,28355,11937,16418,20,13,7,798,366,432,50,18,32,1272,587,685
South Texas College of Law Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Texas Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,2,0,2,0,0,0,36,8,28,0,0,0,9,1,8,0,0,0,0,0,0
South Texas Vocational Technical Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,0,0,0,0,0,0,0,0,366,110,256,0,0,0,4,0,4,1,0,1,1,0,1
South Texas Vocational Technical Institute-Weslaco,,,,,,,,,,,,,,,,,,,,,,,,,,171,3,1,2,0,0,0,2,2,0,84,30,54,0,0,0,56,17,39,3,1,2,23,11,12
South University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,0,0,0,0,0,22,10,12,34,15,19,1,0,1,44,17,27,0,0,0,6,4,2
Southeast Texas Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,182,0,0,0,0,0,0,5,0,5,4,1,3,0,0,0,172,4,168,1,0,1,0,0,0
Southern Careers Institute-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,381,0,0,0,3,1,2,47,13,34,255,34,221,1,0,1,63,7,56,2,0,2,10,2,8
Southern Careers Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,440,0,0,0,0,0,0,1,0,1,437,87,350,0,0,0,1,0,1,0,0,0,1,0,1
Southern Careers Institute-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,323,2,0,2,1,0,1,22,3,19,216,24,192,0,0,0,82,10,72,0,0,0,0,0,0
Southern Careers Institute-Harlingen,,,,,,,,,,,,,,,,,,,,,,,,,,353,0,0,0,0,0,0,1,0,1,347,80,267,0,0,0,5,2,3,0,0,0,0,0,0
Southern Careers Institute-Pharr,,,,,,,,,,,,,,,,,,,,,,,,,,390,0,0,0,0,0,0,1,1,0,387,96,291,0,0,0,2,2,0,0,0,0,0,0,0
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,925,1,0,1,3,1,2,51,13,38,776,112,664,0,0,0,72,10,62,1,0,1,21,2,19
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Careers Institute-Waco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist University,362,0,0,0,30,23,7,12,7,5,20,17,3,0,0,0,296,213,83,2,1,1,0,0,0,6249,26,15,11,409,175,234,359,189,170,733,343,390,13,7,6,4118,2029,2089,140,57,83,31,13,18
Southern Texas Careers Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwest Collegiate Institute for the Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,143,0,0,0,5,2,3,29,15,14,55,29,26,1,1,0,47,20,27,3,3,0,0,0,0
Southwest School of Business and Technical Careers-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,260,0,0,0,6,0,6,47,5,42,146,9,137,0,0,0,61,5,56,0,0,0,0,0,0
Southwest Texas Junior College,30,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,20,11,9,0,0,0,0,0,0,5908,79,30,49,21,9,12,61,38,23,4943,1876,3067,0,0,0,783,373,410,21,9,12,0,0,0
Southwest University at El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2,1,1,1,1,0,27,10,17,1066,432,634,2,0,2,57,23,34,0,0,0,0,0,0
Southwestern Adventist University,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,11,4,0,0,0,0,0,0,781,0,0,0,32,17,15,111,45,66,259,95,164,6,1,5,193,80,113,23,10,13,41,20,21
Southwestern Assemblies of God University,,,,,,,,,,,,,,,,,,,,,,,,,,1695,29,15,14,19,9,10,166,102,64,322,150,172,10,7,3,1120,531,589,0,0,0,17,6,11
Southwestern Baptist Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,206,0,0,0,0,0,0,181,90,91,6,3,3,1,0,1,3,1,2,0,0,0,1,0,1
Southwestern University,,,,,,,,,,,,,,,,,,,,,,,,,,1394,11,5,6,56,26,30,42,17,25,251,97,154,3,0,3,986,384,602,27,13,14,9,1,8
St Philip's College,118,1,0,1,0,0,0,20,11,9,24,15,9,1,0,1,70,44,26,2,2,0,0,0,0,10313,27,6,21,183,96,87,1127,439,688,5478,2483,2995,9,5,4,3133,1297,1836,309,127,182,25,15,10
St. Mary's University,135,1,1,0,5,5,0,3,3,0,14,9,5,2,2,0,104,66,38,0,0,0,0,0,0,2459,7,3,4,64,22,42,84,28,56,1748,694,1054,5,2,3,384,195,189,3,3,0,54,29,25
Star College of Cosmetology 2,,,,,,,,,,,,,,,,,,,,,,,,,,110,2,0,2,1,0,1,25,0,25,20,0,20,0,0,0,62,2,60,0,0,0,0,0,0
Stephen F Austin State University,,,,,,,,,,,,,,,,,,,,,,,,,,11298,58,26,32,114,48,66,2627,902,1725,1398,491,907,3,1,2,6482,2497,3985,163,59,104,381,150,231
Strand Institute of Beauty & Esthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strayer University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,777,3,1,2,12,5,7,382,141,241,112,45,67,2,2,0,169,82,87,19,6,13,71,30,41
Sul Ross State University,70,1,1,0,4,4,0,1,1,0,8,5,3,0,0,0,55,36,19,1,0,1,0,0,0,1948,25,11,14,10,5,5,113,92,21,1228,432,796,6,4,2,526,274,252,0,0,0,40,24,16
Tarleton State University,138,2,2,0,3,3,0,1,0,1,4,3,1,0,0,0,123,83,40,1,1,0,0,0,0,10477,53,23,30,84,38,46,569,246,323,1203,478,725,12,7,5,6688,2689,3999,207,84,123,1612,622,990
Tarrant County College District,276,5,0,5,19,14,5,33,12,21,15,12,3,0,0,0,204,96,108,0,0,0,0,0,0,50439,266,116,150,2942,1340,1602,9464,3329,6135,12930,5173,7757,91,46,45,23346,10106,13240,568,236,332,432,183,249
Temple College,63,0,0,0,0,0,0,2,0,2,3,1,2,0,0,0,57,27,30,0,0,0,0,0,0,5303,37,10,27,94,39,55,1047,321,726,1122,350,772,13,9,4,2877,1015,1862,0,0,0,109,38,71
