name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Aveda Arts & Sciences Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,237,4,0,4,3,0,3,11,1,10,121,5,116,1,0,1,89,3,86,4,0,4,4,0,4
Avenue Five Institute,,,,,,,,,,,,,,,,,,,,,,,,,,297,0,0,0,0,0,0,30,2,28,74,7,67,1,0,1,140,12,128,37,5,32,15,0,15
Avenue Five Institute-South Austin Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation Institute of Maintenance-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,481,1,1,0,26,25,1,133,120,13,108,101,7,2,2,0,148,141,7,54,49,5,9,9,0
Aviation Institute of Maintenance-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,0,0,28,28,0,86,77,9,90,86,4,6,6,0,66,54,12,33,32,1,2,2,0
Bakke Graduate University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin Beauty School-North Austin,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,0,0,2,0,2,11,1,10,31,1,30,0,0,0,59,3,56,1,0,1,0,0,0
Baldwin Beauty School-South Austin,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,0,0,1,0,1,3,1,2,23,1,22,0,0,0,44,2,42,0,0,0,5,0,5
Baptist Health System School of Health Professions,,,,,,,,,,,,,,,,,,,,,,,,,,644,4,1,3,25,5,20,45,10,35,287,55,232,3,0,3,193,23,170,71,9,62,16,5,11
Baptist Missionary Association Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,10,10,0,1,1,0,0,0,0,44,40,4,0,0,0,2,2,0
Baptist University of the Americas,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,3,2,1,85,38,47,0,0,0,10,6,4,0,0,0,0,0,0
Barber Institute of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,4,4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Baylor College of Medicine,410,0,0,0,78,54,24,12,7,5,26,17,9,0,0,0,240,161,79,5,3,2,49,41,8,,,,,,,,,,,,,,,,,,,,,,,,,
Baylor University,518,1,1,0,35,27,8,12,6,6,21,16,5,1,1,0,429,311,118,13,10,3,0,0,0,14188,54,22,32,930,404,526,844,311,533,2233,881,1352,12,2,10,8894,3568,5326,664,280,384,69,27,42
Bella Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,0,0,0,11,1,10,12,3,9,0,0,0,66,2,64,0,0,0,0,0,0
BK Cosmo College of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,0,1,0,0,0,1,0,1,4,1,3,0,0,0,11,1,10,0,0,0,0,0,0
Blinn College,,,,,,,,,,,,,,,,,,,,,,,,,,19931,89,46,43,472,245,227,2108,1124,984,4675,2096,2579,24,12,12,11522,5663,5859,724,347,377,238,130,108
Brazosport College,45,1,1,0,2,0,2,2,2,0,2,0,2,0,0,0,38,22,16,0,0,0,0,0,0,4311,15,6,9,45,22,23,267,114,153,1821,883,938,1,1,0,1969,955,1014,126,50,76,67,35,32
Brite Divinity School,14,0,0,0,2,1,1,1,0,1,2,2,0,0,0,0,9,6,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven College,,,,,,,,,,,,,,,,,,,,,,,,,,13726,52,19,33,1549,708,841,2185,738,1447,5833,2325,3508,12,8,4,3187,1452,1735,240,86,154,609,280,329
Buckner Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,8,7,1,8,8,0,0,0,0,4,3,1,0,0,0,0,0,0
Careers Institute of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrington College-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,4,1,3,24,5,19,0,0,0,0,0,0,11,0,11,1,0,1,0,0,0
CCI Training Center-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,217,2,1,1,10,6,4,117,35,82,18,9,9,0,0,0,43,14,29,17,7,10,10,3,7
Cedar Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,8030,24,10,14,285,157,128,3525,1299,2226,2441,982,1459,6,3,3,1344,433,911,138,43,95,250,95,155
Center for Advanced Legal Studies,,,,,,,,,,,,,,,,,,,,,,,,,,211,1,0,1,4,0,4,63,8,55,52,4,48,0,0,0,90,15,75,0,0,0,1,0,1
Central Texas Beauty College-Round Rock,,,,,,,,,,,,,,,,,,,,,,,,,,156,1,0,1,9,1,8,36,5,31,43,6,37,1,0,1,51,1,50,14,3,11,0,0,0
Central Texas Beauty College-Temple,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,0,0,4,1,3,21,3,18,12,3,9,0,0,0,92,2,90,0,0,0,0,0,0
Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,16073,94,44,50,535,259,276,4264,2007,2257,4085,1935,2150,216,97,119,5497,2735,2762,827,361,466,483,259,224
CET-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,0,0,1,0,1,3,3,0,45,35,10,0,0,0,1,1,0,1,1,0,0,0,0
Chamberlain University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,823,0,0,0,123,27,96,280,33,247,176,22,154,3,0,3,187,18,169,7,2,5,42,4,38
Champion Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,0,0,1,0,1,23,1,22,13,0,13,0,0,0,19,0,19,0,0,0,0,0,0
Charles and Sues School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0,0,1,0,1,2,0,2,7,0,7,0,0,0,11,0,11,0,0,0,0,0,0
Chicago School of Professional Psychology at Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco College,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,3374,9,4,5,34,16,18,286,136,150,889,294,595,20,14,6,1979,741,1238,138,54,84,0,0,0
Clarendon College,,,,,,,,,,,,,,,,,,,,,,,,,,1844,15,9,6,11,4,7,132,84,48,379,160,219,2,1,1,944,455,489,4,3,1,321,142,179
Coastal Bend College,,,,,,,,,,,,,,,,,,,,,,,,,,4614,7,3,4,26,14,12,64,29,35,3400,1346,2054,1,0,1,931,385,546,82,39,43,103,45,58
College of Biblical Studies,,,,,,,,,,,,,,,,,,,,,,,,,,157,0,0,0,23,21,2,64,29,35,5,1,4,0,0,0,39,26,13,2,0,2,16,11,5
College of Biblical Studies-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,0,0,5,5,0,181,85,96,107,51,56,0,0,0,60,36,24,21,10,11,2,1,1
College of the Mainland,48,2,0,2,3,1,2,4,1,3,4,2,2,0,0,0,35,22,13,0,0,0,0,0,0,4673,21,9,12,139,61,78,740,255,485,1446,596,850,4,3,1,2193,948,1245,47,22,25,69,26,43
Collin County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,33668,136,57,79,3666,1717,1949,3820,1481,2339,6845,2861,3984,69,30,39,16396,7509,8887,1379,599,780,546,242,304
Commonwealth Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,205,1,1,0,1,1,0,44,17,27,29,6,23,0,0,0,129,54,75,1,0,1,0,0,0
Concorde Career College-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,701,4,0,4,6,2,4,100,19,81,40,8,32,1,0,1,52,7,45,2,0,2,496,57,439
Concorde Career College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,835,5,0,5,12,2,10,264,31,233,134,12,122,1,0,1,67,5,62,7,0,7,345,51,294
Concorde Career College-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,676,1,0,1,13,4,9,48,11,37,380,61,319,1,0,1,108,21,87,4,3,1,121,25,96
Concordia University Texas,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,1746,14,5,9,62,19,43,195,81,114,583,179,404,4,0,4,745,250,495,50,20,30,91,39,52
Cortiva Institute-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,162,0,0,0,1,0,1,49,11,38,44,6,38,1,0,1,47,7,40,14,6,8,6,0,6
Cortiva Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,210,3,1,2,12,8,4,72,17,55,59,13,46,0,0,0,45,5,40,11,2,9,8,2,6
Cortiva Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,199,1,0,1,5,2,3,68,14,54,55,11,44,0,0,0,40,5,35,12,1,11,18,5,13
Cosmetology Academy of Texarkana,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,0,0,0,0,37,12,25,2,0,2,0,0,0,28,3,25,0,0,0,0,0,0
Cosmetology Career Center LLC,,,,,,,,,,,,,,,,,,,,,,,,,,352,2,1,1,7,0,7,70,4,66,90,6,84,3,0,3,153,6,147,15,1,14,11,0,11
Covenant School of Nursing and Allied Health,,,,,,,,,,,,,,,,,,,,,,,,,,350,0,0,0,9,3,6,13,1,12,110,17,93,1,0,1,166,17,149,8,2,6,43,7,36
Criswell College,,,,,,,,,,,,,,,,,,,,,,,,,,179,1,1,0,2,2,0,30,19,11,29,18,11,0,0,0,95,61,34,6,6,0,12,6,6
Culinary Institute Inc,,,,,,,,,,,,,,,,,,,,,,,,,,339,1,0,1,23,8,15,94,35,59,133,57,76,0,0,0,82,41,41,5,2,3,1,1,0
CyberTex Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,217,1,0,1,2,1,1,79,10,69,62,9,53,0,0,0,50,14,36,0,0,0,0,0,0
Dallas Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,3014,20,8,12,72,26,46,297,109,188,517,204,313,8,5,3,1789,747,1042,27,9,18,0,0,0
Dallas Barber & Stylist College,,,,,,,,,,,,,,,,,,,,,,,,,,134,0,0,0,0,0,0,115,90,25,19,15,4,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,0,0,3,2,1,52,25,27,31,20,11,1,1,0,86,53,33,22,12,10,10,9,1
Dallas County Community College District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Institute of Funeral Service,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,0,0,1,1,0,51,25,26,30,11,19,0,0,0,95,31,64,10,5,5,0,0,0
Dallas Nursing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,225,0,0,0,14,2,12,133,25,108,26,1,25,1,0,1,41,7,34,5,0,5,5,0,5
Dallas Theological Seminary,34,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,30,28,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Del Mar College,202,2,0,2,12,6,6,1,1,0,47,19,28,0,0,0,140,80,60,0,0,0,0,0,0,11867,26,11,15,199,75,124,328,150,178,8121,3281,4840,20,11,9,2777,1217,1560,286,121,165,86,38,48
Deluxe Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVry University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,482,2,2,0,13,9,4,110,62,48,146,84,62,2,2,0,165,110,55,10,7,3,33,18,15
Diamonds Cosmetology College,,,,,,,,,,,,,,,,,,,,,,,,,,57,1,0,1,0,0,0,11,5,6,7,3,4,1,0,1,34,4,30,1,0,1,2,0,2
DuVall's School of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,56,1,0,1,4,0,4,6,0,6,14,0,14,0,0,0,24,0,24,6,0,6,1,0,1
East Texas Baptist University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1485,3,3,0,8,3,5,251,147,104,157,59,98,1,0,1,982,419,563,62,32,30,9,4,5
Eastfield College,,,,,,,,,,,,,,,,,,,,,,,,,,16769,49,24,25,852,431,421,3280,1065,2215,8256,3378,4878,28,17,11,3345,1457,1888,286,105,181,641,280,361
El Centro College,,,,,,,,,,,,,,,,,,,,,,,,,,11729,38,15,23,695,286,409,2635,765,1870,5910,1981,3929,9,4,5,1758,668,1090,187,70,117,446,175,271
El Paso Community College,236,0,0,0,2,1,1,5,2,3,121,55,66,0,0,0,100,47,53,0,0,0,0,0,0,28819,77,31,46,174,70,104,545,262,283,24601,10265,14336,30,12,18,2020,915,1105,81,41,40,820,361,459
Episcopal Theological Seminary of the Southwest,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Exposito School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,29,0,29,0,0,0,0,0,0
Florida Career College-Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,394,2,0,2,3,2,1,252,88,164,105,43,62,2,0,2,20,10,10,4,2,2,6,2,4
Fort Worth Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,0,0,0,0,3,0,3,17,1,16,0,0,0,44,0,44,1,0,1,2,0,2
Fortis College,,,,,,,,,,,,,,,,,,,,,,,,,,309,1,0,1,7,1,6,157,32,125,102,27,75,2,0,2,30,11,19,1,0,1,9,1,8
Fortis College-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,0,0,3,1,2,30,8,22,20,5,15,0,0,0,7,0,7,2,0,2,1,0,1
Fortis Institute,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,0,0,3,0,3,126,27,99,159,31,128,0,0,0,36,9,27,5,1,4,2,0,2
Frank Phillips College,,,,,,,,,,,,,,,,,,,,,,,,,,1484,26,15,11,4,2,2,75,35,40,576,251,325,1,0,1,744,338,406,0,0,0,54,32,22
GA Beauty & Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,0,0,0,0,0,0,0,0,115,4,111,0,0,0,0,0,0,0,0,0,0,0,0
Galen College of Nursing-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,1510,9,2,7,48,16,32,190,33,157,571,87,484,5,0,5,494,65,429,125,26,99,68,11,57
Galveston College,18,1,1,0,1,1,0,2,1,1,3,1,2,0,0,0,11,8,3,0,0,0,0,0,0,2429,8,4,4,89,39,50,364,102,262,962,373,589,3,2,1,897,362,535,42,21,21,44,18,26
Gemini School of Visual Arts & Communication,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,3,1,2,1,1,0,0,0,0,11,5,6,0,0,0,0,0,0
Grace School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,237,0,0,0,1,1,0,17,5,12,11,7,4,1,0,1,27,20,7,1,1,0,21,18,3
Grayson College,,,,,,,,,,,,,,,,,,,,,,,,,,4372,212,88,124,69,19,50,345,130,215,429,178,251,0,0,0,3026,1197,1829,83,33,50,175,68,107
Guidance College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallmark University,,,,,,,,,,,,,,,,,,,,,,,,,,810,7,4,3,14,11,3,100,73,27,358,242,116,8,4,4,249,201,48,38,29,9,36,24,12
Hands on Therapy,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0,0,0,0,0,9,2,7,9,2,7,0,0,0,24,2,22,0,0,0,1,0,1
Hardin-Simmons University,93,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,89,57,32,0,0,0,0,0,0,1762,6,4,2,32,13,19,159,96,63,332,147,185,0,0,0,1085,490,595,77,36,41,17,10,7
Hill College,,,,,,,,,,,,,,,,,,,,,,,,,,4447,16,7,9,39,22,17,172,50,122,509,215,294,9,3,6,2722,1083,1639,886,332,554,80,29,51
Houston Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,2321,12,4,8,179,59,120,400,145,255,839,269,570,4,3,1,553,209,344,70,23,47,172,76,96
Houston Barber School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Community College,,,,,,,,,,,,,,,,,,,,,,,,,,57200,97,43,54,5645,2700,2945,15919,5295,10624,20067,8203,11864,96,52,44,7050,3361,3689,1033,399,634,1068,483,585
Houston Graduate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston International College Cardiotech Ultrasound School,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,0,15,5,10,20,2,18,15,2,13,2,0,2,13,2,11,2,0,2,0,0,0
Houston School of Carpentry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Training School-Gulfgate,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,0,0,2,0,2,31,1,30,111,3,108,0,0,0,0,0,0,0,0,0,0,0,0
Houston Training School-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,0,0,0,0,0,31,1,30,81,1,80,0,0,0,3,1,2,0,0,0,0,0,0
Houston Training Schools-Gessner,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,0,0,9,0,9,33,1,32,70,9,61,0,0,0,2,0,2,0,0,0,0,0,0
Howard College,,,,,,,,,,,,,,,,,,,,,,,,,,4485,17,10,7,44,19,25,150,80,70,2222,806,1416,4,2,2,1920,774,1146,94,28,66,14,9,5
Howard Payne University,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,962,5,1,4,5,2,3,119,87,32,228,117,111,3,2,1,510,251,259,25,17,8,67,38,29
Huston-Tillotson University,10,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,1119,2,0,2,4,0,4,714,260,454,301,108,193,0,0,0,60,35,25,7,5,2,6,3,3
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,0,0,4,2,2,20,12,8,14,5,9,0,0,0,2,1,1,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,0,3,0,3,16,1,15,0,0,0,4,0,4,0,0,0,0,0,0
Interactive College of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,6,1,5,7,3,4,0,0,0,3,0,3,0,0,0,0,0,0
International Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,0,0,15,3,12,23,0,23,20,1,19,0,0,0,9,1,8,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0,0,0,0,0,0,0,0,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0
International Business College-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,138,0,0,0,0,0,0,0,0,0,137,40,97,0,0,0,1,1,0,0,0,0,0,0,0
Jacksonville College-Main Campus,,,,,,,,,,,,,,,,,,,,,,,,,,511,6,1,5,7,2,5,85,32,53,197,71,126,0,0,0,174,68,106,14,4,10,6,2,4
Jarvis Christian College,5,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,964,3,1,2,1,0,1,737,318,419,109,57,52,1,1,0,41,28,13,4,1,3,65,30,35
Jay's Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,116,0,0,0,0,0,0,101,67,34,12,9,3,0,0,0,3,2,1,0,0,0,0,0,0
K & G 5 Star Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,11,8,3,4,2,2,0,0,0,5,5,0,0,0,0,0,0,0
KD Conservatory College of Film and Dramatic Arts,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,0,0,1,1,0,36,19,17,21,9,12,0,0,0,41,24,17,1,1,0,10,4,6
Kilgore College,,,,,,,,,,,,,,,,,,,,,,,,,,5442,20,11,9,50,23,27,1067,415,652,1165,484,681,3,1,2,2701,1074,1627,185,77,108,102,33,69
Lamar Institute of Technology,63,0,0,0,0,0,0,4,1,3,5,3,2,0,0,0,54,22,32,0,0,0,0,0,0,3265,19,10,9,95,53,42,904,384,520,702,344,358,7,6,1,1441,773,668,97,43,54,0,0,0
Lamar State College-Orange,11,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,8,3,5,0,0,0,0,0,0,2350,9,5,4,50,20,30,418,87,331,198,79,119,0,0,0,1669,561,1108,0,0,0,6,3,3
Lamar State College-Port Arthur,24,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,20,9,11,0,0,0,0,0,0,2441,11,6,5,127,55,72,693,255,438,824,379,445,1,1,0,720,281,439,39,18,21,26,11,15
Lamar University,206,1,0,1,50,34,16,11,3,8,9,6,3,0,0,0,134,83,51,0,0,0,1,1,0,8904,52,23,29,467,229,238,2313,843,1470,1649,686,963,7,5,2,3978,1711,2267,206,87,119,105,47,58
Lamson Institute,,,,,,,,,,,,,,,,,,,,,,,,,,305,0,0,0,1,1,0,50,33,17,171,105,66,0,0,0,42,29,13,0,0,0,41,25,16
