name,tenured_total,ind_tenured,ind_men_tenured,ind_women_tenured,asian_tenured,asian_men_tenured,asian_women_tenured,black_tenured,black_men_tenured,black_women_tenured,his_tenured,his_men_tenured,his_women_tenured,pi_tenured,pi_men_tenured,pi_women_tenured,white_tenured,white_men_tenured,white_women_tenured,multi_tenured,multi_men_tenured,multi_women_tenured,unknown_tenured,unknown_men_tenured,unknown_women_tenured,student_total,ind_student,ind_men_student,ind_women_student,asian_student,asian_men_student,asian_women_student,black_student,black_men_student,black_women_student,his_student,his_men_student,his_women_student,pi_student,pi_men_student,pi_women_student,white_student,white_men_student,white_women_student,multi_student,multi_men_student,multi_women_student,unknown_student,unknown_men_student,unknown_women_student
Laredo CHI Academy Beauty School,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,1,0,1,41,2,39,0,0,0,0,0,0,0,0,0,0,0,0
Laredo College,125,1,0,1,2,1,1,1,0,1,99,56,43,0,0,0,20,12,8,1,1,0,1,1,0,9176,2,0,2,22,14,8,9,5,4,8987,3962,5025,2,0,2,104,52,52,0,0,0,39,26,13
Lee College,,,,,,,,,,,,,,,,,,,,,,,,,,7133,20,9,11,80,40,40,1104,617,487,2832,1482,1350,0,0,0,2827,1584,1243,146,69,77,95,43,52
LeTourneau University,42,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,38,30,8,1,1,0,0,0,0,2253,11,7,4,27,16,11,166,42,124,185,86,99,0,0,0,1153,682,471,81,40,41,556,273,283
Lincoln College of Technology-Grand Prairie,,,,,,,,,,,,,,,,,,,,,,,,,,888,3,3,0,8,8,0,139,134,5,392,383,9,2,2,0,268,258,10,18,18,0,58,55,3
Lone Star College System,,,,,,,,,,,,,,,,,,,,,,,,,,71551,162,77,85,4775,2312,2463,10355,3647,6708,27160,11267,15893,0,0,0,23105,9962,13143,2235,976,1259,2020,880,1140
Lubbock Christian University,59,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,57,31,26,0,0,0,0,0,0,1471,22,10,12,9,4,5,73,39,34,325,125,200,6,2,4,1013,394,619,0,0,0,0,0,0
M T Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,0,3,3,0,55,50,5,10,9,1,0,0,0,4,4,0,0,0,0,1,1,0
Manuel and Theresa's School of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel and Theresa's School of Hair Design-Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,8,0,8,15,2,13,0,0,0,10,1,9,0,0,0,0,0,0
Manuel and Theresa's School of Hair Design-Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0,0,0,0,0,1,1,0,15,2,13,0,0,0,6,1,5,0,0,0,0,0,0
McAllen Careers Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLennan Community College,120,0,0,0,3,2,1,5,0,5,4,2,2,0,0,0,108,41,67,0,0,0,0,0,0,8799,31,11,20,126,65,61,1059,302,757,2631,879,1752,3,2,1,4602,1622,2980,253,80,173,94,39,55
McMurry University,46,1,1,0,1,0,1,0,0,0,4,1,3,0,0,0,40,30,10,0,0,0,0,0,0,1073,8,5,3,8,3,5,176,109,67,269,153,116,1,0,1,511,268,243,27,14,13,3,0,3
MediaTech Institute-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,185,0,0,0,3,3,0,94,77,17,26,23,3,2,2,0,48,41,7,12,11,1,0,0,0
MediaTech Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,0,0,0,0,0,70,64,6,15,11,4,0,0,0,22,18,4,1,1,0,0,0,0
Messenger College,,,,,,,,,,,,,,,,,,,,,,,,,,66,0,0,0,0,0,0,4,2,2,5,3,2,0,0,0,48,23,25,1,0,1,8,5,3
Miami International University of Art & Design-Art Institute Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,838,3,1,2,28,11,17,149,67,82,221,104,117,17,7,10,288,158,130,33,14,19,81,37,44
Michael's Barber & Hair Stylist Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid Cities Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland College,,,,,,,,,,,,,,,,,,,,,,,,,,5645,20,11,9,107,47,60,378,154,224,2677,1109,1568,13,3,10,2262,980,1282,92,40,52,96,52,44
Midwestern State University,110,1,0,1,8,6,2,1,0,1,3,2,1,0,0,0,89,56,33,1,1,0,1,0,1,5319,38,15,23,156,72,84,752,335,417,965,406,559,13,10,3,2706,1103,1603,208,73,135,27,17,10
Milan Institute of Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,0,1,4,2,2,16,6,10,42,14,28,0,0,0,27,2,25,0,0,0,0,0,0
Milan Institute of Cosmetology-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,318,5,0,5,0,0,0,12,3,9,281,13,268,2,1,1,16,0,16,1,0,1,0,0,0
Milan Institute of Cosmetology-San Antonio Military,,,,,,,,,,,,,,,,,,,,,,,,,,168,0,0,0,1,0,1,22,2,20,115,6,109,0,0,0,19,0,19,0,0,0,11,1,10
Milan Institute-Amarillo,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,0,0,0,0,0,12,1,11,68,2,66,2,1,1,30,2,28,7,2,5,0,0,0
Milan Institute-San Antonio Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,317,1,0,1,6,0,6,49,6,43,204,19,185,2,0,2,42,8,34,10,3,7,3,2,1
Mission Beauty Institute,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,5,1,4,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0
Montana Barber Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain View College,,,,,,,,,,,,,,,,,,,,,,,,,,9652,27,14,13,465,214,251,2022,758,1264,5591,2425,3166,3,1,2,980,481,499,122,47,75,314,136,178
Mystros Barber Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,94,0,0,0,5,0,5,38,3,35,15,2,13,1,0,1,29,10,19,1,0,1,5,0,5
National American University-Career Point College Teachout Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Georgetown,,,,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,1,0,1,20,7,13,34,11,23,0,0,0,61,18,43,3,0,3,4,1,3
National American University-Killeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National American University-Mesquite,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,0,0,0,0,0,60,9,51,12,6,6,0,0,0,31,12,19,3,0,3,9,3,6
National American University-Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,141,1,0,1,0,0,0,106,33,73,14,2,12,0,0,0,16,4,12,0,0,0,4,1,3
Natural Images Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,0,0,0,0,0,6,1,5,15,2,13,0,0,0,20,0,20,1,0,1,0,0,0
Navarro College,,,,,,,,,,,,,,,,,,,,,,,,,,9230,62,35,27,102,39,63,1599,720,879,1980,833,1147,22,12,10,5208,2184,3024,124,55,69,3,0,3
Neecee's Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0,0,6,1,5,7,1,6,0,0,0,10,1,9,1,0,1,1,0,1
Neilson Beauty College,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,0,0,0,1,1,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0
North American University,,,,,,,,,,,,,,,,,,,,,,,,,,437,0,0,0,16,10,6,71,50,21,81,39,42,0,0,0,40,24,16,8,6,2,17,12,5
North Central Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,9610,62,21,41,257,126,131,822,329,493,2172,918,1254,13,4,9,5768,2546,3222,339,159,180,64,32,32
North Lake College,,,,,,,,,,,,,,,,,,,,,,,,,,10878,44,21,23,1659,903,756,1950,806,1144,4043,1752,2291,44,22,22,2367,1201,1166,210,95,115,491,230,261
Northeast Lakeview College,52,0,0,0,3,2,1,2,1,1,10,2,8,0,0,0,10,5,5,24,8,16,3,2,1,3484,8,3,5,110,47,63,281,137,144,1776,721,1055,5,4,1,1152,509,643,148,72,76,4,1,3
Northeast Texas Community College,,,,,,,,,,,,,,,,,,,,,,,,,,3021,21,8,13,28,12,16,327,125,202,860,373,487,2,1,1,1512,600,912,60,16,44,138,44,94
Northwest Educational Center,,,,,,,,,,,,,,,,,,,,,,,,,,246,0,0,0,4,1,3,60,8,52,149,13,136,0,0,0,8,0,8,0,0,0,3,0,3
Northwest Vista College,113,0,0,0,1,0,1,1,1,0,42,23,19,0,0,0,25,14,11,43,24,19,1,1,0,16793,21,12,9,550,272,278,877,422,455,10403,4594,5809,33,16,17,4169,1934,2235,589,261,328,83,45,38
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,8,0,8,15,3,12,0,0,0,7,0,7,0,0,0,0,0,0
Nuvani Institute,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,0,0,2,0,2,12,2,10,36,1,35,0,0,0,8,0,8,0,0,0,0,0,0
Oblate School of Theology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,229,1,1,0,6,6,0,60,55,5,47,45,2,2,2,0,104,99,5,9,9,0,0,0,0
Odessa College,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,6134,28,11,17,76,38,38,266,103,163,3752,1524,2228,12,4,8,1729,712,1017,53,19,34,146,69,77
Ogle School Hair Skin Nails-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,0,0,1,0,1,107,5,102,44,1,43,0,0,0,43,0,43,5,0,5,4,0,4
Ogle School Hair Skin Nails-Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,274,1,0,1,3,0,3,144,3,141,77,2,75,0,0,0,36,3,33,8,0,8,5,0,5
Ogle School Hair Skin Nails-Denton,,,,,,,,,,,,,,,,,,,,,,,,,,144,2,2,0,0,0,0,11,0,11,28,1,27,0,0,0,91,5,86,12,1,11,0,0,0
Ogle School Hair Skin Nails-Ft Worth,,,,,,,,,,,,,,,,,,,,,,,,,,267,0,0,0,1,0,1,50,4,46,78,2,76,0,0,0,130,3,127,5,1,4,3,0,3
Ogle School Hair Skin Nails-Hurst,,,,,,,,,,,,,,,,,,,,,,,,,,165,1,0,1,4,0,4,43,2,41,44,3,41,5,0,5,49,0,49,5,0,5,14,1,13
Ogle School Hair Skin Nails-North Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,190,0,0,0,3,0,3,72,4,68,40,2,38,0,0,0,59,4,55,13,1,12,3,0,3
Ogle School Hair Skin Nails-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,233,1,0,1,0,0,0,22,3,19,100,9,91,0,0,0,21,1,20,11,0,11,78,5,73
Ogle School Hair Skin Nails-Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,0,0,13,0,13,132,2,130,83,4,79,0,0,0,31,1,30,13,1,12,5,0,5
Our Lady of the Lake University,37,0,0,0,1,1,0,2,1,1,8,3,5,0,0,0,26,10,16,0,0,0,0,0,0,1351,3,1,2,4,0,4,105,35,70,1023,295,728,2,1,1,149,64,85,22,7,15,30,10,20
Palo Alto College,76,1,1,0,0,0,0,3,2,1,34,16,18,0,0,0,27,14,13,11,6,5,0,0,0,9108,16,5,11,55,23,32,234,116,118,7086,2801,4285,11,3,8,1522,631,891,156,70,86,19,8,11
Panola College,,,,,,,,,,,,,,,,,,,,,,,,,,2667,10,1,9,19,13,6,577,107,470,314,102,212,0,0,0,1653,560,1093,36,12,24,0,0,0
Paris Junior College,,,,,,,,,,,,,,,,,,,,,,,,,,4806,82,29,53,49,24,25,500,193,307,738,328,410,2,1,1,3359,1361,1998,49,23,26,5,1,4
Parker University,,,,,,,,,,,,,,,,,,,,,,,,,,261,1,0,1,18,5,13,77,21,56,52,15,37,2,1,1,107,26,81,2,1,1,2,0,2
Paul Mitchell the School-Arlington,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,0,0,7,2,5,94,1,93,85,6,79,1,0,1,113,1,112,13,0,13,0,0,0
Paul Mitchell the School-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,187,0,0,0,1,0,1,20,0,20,49,2,47,1,0,1,103,5,98,4,0,4,9,0,9
Paul Mitchell the School-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,377,0,0,0,10,2,8,126,6,120,131,7,124,0,0,0,100,10,90,1,0,1,8,2,6
Paul Mitchell the School-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,287,1,0,1,7,0,7,15,2,13,171,14,157,1,0,1,68,5,63,16,2,14,8,2,6
Paul Mitchell the School-Webster,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,0,0,2,0,2,11,1,10,41,5,36,0,0,0,44,2,42,0,0,0,0,0,0
Paul Quinn College,,,,,,,,,,,,,,,,,,,,,,,,,,436,0,0,0,0,0,0,323,137,186,94,49,45,0,0,0,6,2,4,2,0,2,9,5,4
PCCenter,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0,0,0,0,0,26,8,18,5,0,5,0,0,0,6,4,2,0,0,0,0,0,0
PCI Health Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,414,1,0,1,6,1,5,63,4,59,306,18,288,0,0,0,36,3,33,1,1,0,1,0,1
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,36,8,28,12,3,9,0,0,0,9,4,5,0,0,0,0,0,0
Peloton College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pima Medical Institute-El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,154,1,0,1,1,0,1,2,0,2,139,29,110,0,0,0,8,1,7,3,2,1,0,0,0
Pima Medical Institute-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2,0,2,75,32,43,169,28,141,524,64,460,1,0,1,193,24,169,17,3,14,24,5,19
Pima Medical Institution-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipo Academy of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,0,0,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0
Platt College-Edge Tech Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platt College-STVT-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,314,1,1,0,1,1,0,15,5,10,239,131,108,0,0,0,58,35,23,0,0,0,0,0,0
Platt College-STVT-McAllen,,,,,,,,,,,,,,,,,,,,,,,,,,349,0,0,0,0,0,0,0,0,0,348,88,260,0,0,0,1,0,1,0,0,0,0,0,0
Platt College-STVT-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,533,2,2,0,3,3,0,34,34,0,392,377,15,1,1,0,98,94,4,2,2,0,1,1,0
Prairie View A & M University,123,0,0,0,35,29,6,66,44,22,5,4,1,1,1,0,14,12,2,0,0,0,0,0,0,7417,27,13,14,192,113,79,6290,2437,3853,528,233,295,4,2,2,175,103,72,69,27,42,16,6,10
Preparing People Barber Styling College,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,0,0,0,62,36,26,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0
Professional Career Training Institute,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,0,0,0,0,0,53,42,11,65,51,14,0,0,0,9,8,1,0,0,0,0,0,0
Quest College,,,,,,,,,,,,,,,,,,,,,,,,,,167,1,0,1,6,0,6,34,6,28,79,8,71,1,1,0,40,1,39,0,0,0,6,4,2
Ranger College,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2258,5,2,3,0,0,0,106,59,47,252,117,135,12,9,3,1497,644,853,307,144,163,18,7,11
Remington College-Dallas Campus,,,,,,,,,,,,,,,,,,,,,,,,,,927,3,2,1,17,8,9,324,93,231,405,117,288,0,0,0,149,48,101,28,8,20,1,1,0
Remington College-Fort Worth Campus,,,,,,,,,,,,,,,,,,,,,,,,,,532,3,1,2,7,3,4,168,54,114,171,62,109,0,0,0,167,49,118,15,2,13,1,0,1
Remington College-Houston Southeast Campus,,,,,,,,,,,,,,,,,,,,,,,,,,388,1,0,1,6,2,4,113,31,82,142,26,116,0,0,0,103,12,91,23,5,18,0,0,0
Remington College-North Houston Campus,,,,,,,,,,,,,,,,,,,,,,,,,,563,1,0,1,4,2,2,243,38,205,247,37,210,1,1,0,45,6,39,17,0,17,5,1,4
Rice University,420,0,0,0,53,35,18,10,8,2,24,21,3,0,0,0,331,250,81,1,0,1,0,0,0,3893,4,1,3,938,450,488,268,136,132,556,317,239,3,2,1,1422,811,611,155,72,83,65,25,40
Richland College,,,,,,,,,,,,,,,,,,,,,,,,,,18106,52,24,28,2668,1330,1338,3489,1459,2030,6025,2646,3379,21,8,13,4448,2201,2247,318,126,192,1007,469,538
Rio Grande Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,320,1,0,1,3,2,1,0,0,0,314,60,254,0,0,0,1,1,0,0,0,0,1,1,0
Saint Edward's University,79,0,0,0,1,1,0,2,0,2,5,1,4,0,0,0,70,34,36,1,1,0,0,0,0,4056,17,6,11,124,35,89,169,51,118,1681,614,1067,6,1,5,1502,612,890,141,48,93,96,40,56
Salon & Spa Institute,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,0,0,0,0,0,0,0,0,64,5,59,0,0,0,0,0,0,0,0,0,0,0,0
Salon Boutique Academy,,,,,,,,,,,,,,,,,,,,,,,,,,119,0,0,0,7,0,7,28,2,26,46,3,43,0,0,0,38,0,38,0,0,0,0,0,0
Salon Professional Academy of San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Houston State University,348,1,1,0,31,19,12,7,4,3,18,12,6,0,0,0,289,184,105,1,0,1,0,0,0,17902,95,37,58,298,118,180,3266,1132,2134,3921,1412,2509,27,13,14,9184,3701,5483,550,197,353,351,139,212
San Antonio College,233,0,0,0,9,3,6,9,3,6,68,30,38,5,1,4,98,60,38,42,13,29,2,0,2,19028,42,21,21,521,220,301,1269,555,714,11611,4638,6973,28,15,13,4770,2120,2650,597,242,355,24,8,16
San Jacinto Community College,,,,,,,,,,,,,,,,,,,,,,,,,,28998,55,25,30,1503,768,735,2745,1066,1679,15839,6734,9105,40,13,27,7398,3396,4002,515,231,284,336,154,182
School of Automotive Machinists & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,166,2,2,0,2,2,0,12,12,0,25,25,0,0,0,0,121,120,1,3,3,0,0,0,0
Schreiner University,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,9,0,0,0,0,0,0,1237,3,0,3,11,3,8,40,14,26,438,179,259,0,0,0,565,250,315,19,6,13,150,68,82
Sebring Career Schools-Houston,,,,,,,,,,,,,,,,,,,,,,,,,,144,0,0,0,139,21,118,0,0,0,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0
Sebring Career Schools-Huntsville,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0,0,0,0,0,17,5,12,9,2,7,0,0,0,22,0,22,0,0,0,0,0,0
Seguin Beauty School-New Braunfels,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0,0,0,0,0,1,0,1,15,0,15,0,0,0,13,0,13,0,0,0,0,0,0
Seguin Beauty School-Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0,0,0,0,0,0,0,0,20,2,18,0,0,0,9,0,9,0,0,0,0,0,0
South Plains College,187,0,0,0,0,0,0,3,1,2,11,7,4,0,0,0,168,92,76,5,1,4,0,0,0,9478,37,15,22,132,65,67,560,248,312,4162,1682,2480,2,1,1,4322,2053,2269,139,72,67,47,20,27
South Texas Barber College Inc,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,0,0,0,0,0,3,3,0,40,33,7,0,0,0,1,1,0,0,0,0,0,0,0
South Texas College,,,,,,,,,,,,,,,,,,,,,,,,,,33700,16,9,7,289,145,144,90,42,48,31757,14020,17737,16,7,9,944,474,470,52,26,26,533,231,302
South Texas College of Law Houston,48,0,0,0,1,1,0,5,1,4,2,0,2,0,0,0,40,28,12,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
South Texas Training Center,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,0,0,0,0,0,0,0,47,3,44,0,0,0,0,0,0,0,0,0,0,0,0
South Texas Vocational Technical Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,0,0,0,0,0,1,1,0,218,62,156,0,0,0,4,1,3,0,0,0,0,0,0
South Texas Vocational Technical Institute-Weslaco,,,,,,,,,,,,,,,,,,,,,,,,,,326,0,0,0,0,0,0,0,0,0,319,147,172,1,1,0,6,3,3,0,0,0,0,0,0
South University-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,376,3,1,2,14,3,11,76,19,57,132,35,97,3,2,1,137,44,93,0,0,0,8,2,6
Southeast Texas Career Institute,,,,,,,,,,,,,,,,,,,,,,,,,,130,1,0,1,1,0,1,6,0,6,9,0,9,0,0,0,112,2,110,1,0,1,0,0,0
Southern Careers Institute-Austin,,,,,,,,,,,,,,,,,,,,,,,,,,344,3,2,1,2,1,1,46,12,34,236,47,189,0,0,0,54,8,46,3,1,2,0,0,0
Southern Careers Institute-Brownsville,,,,,,,,,,,,,,,,,,,,,,,,,,444,0,0,0,1,1,0,8,4,4,417,128,289,1,0,1,17,5,12,0,0,0,0,0,0
Southern Careers Institute-Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,,,,538,0,0,0,1,0,1,28,12,16,395,111,284,2,2,0,109,28,81,3,1,2,0,0,0
Southern Careers Institute-Harlingen,,,,,,,,,,,,,,,,,,,,,,,,,,449,0,0,0,1,0,1,2,1,1,430,194,236,0,0,0,15,8,7,0,0,0,1,1,0
Southern Careers Institute-Pharr,,,,,,,,,,,,,,,,,,,,,,,,,,691,0,0,0,0,0,0,3,3,0,669,265,404,0,0,0,18,10,8,1,0,1,0,0,0
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,455,0,0,0,0,0,0,33,12,21,364,62,302,1,0,1,48,9,39,8,0,8,0,0,0
Southern Careers Institute-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,581,2,2,0,11,7,4,66,42,24,372,194,178,3,2,1,113,65,48,12,7,5,1,0,1
Southern Careers Institute-Waco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist University,385,0,0,0,38,30,8,14,8,6,19,15,4,0,0,0,305,220,85,1,1,0,0,0,0,6521,20,6,14,424,206,218,321,167,154,719,340,379,4,1,3,4236,2115,2121,256,126,130,7,3,4
Southern Texas Careers Academy,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,0,0,0,0,0,0,0,0,93,2,91,0,0,0,0,0,0,0,0,0,0,0,0
Southwest Collegiate Institute for the Deaf,,,,,,,,,,,,,,,,,,,,,,,,,,106,3,1,2,1,1,0,17,7,10,44,21,23,1,1,0,25,3,22,5,3,2,0,0,0
Southwest School of Business and Technical Careers-San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,68,0,0,0,0,0,0,16,0,16,32,6,26,0,0,0,20,1,19,0,0,0,0,0,0
Southwest Texas Junior College,29,0,0,0,1,0,1,0,0,0,11,9,2,0,0,0,17,6,11,0,0,0,0,0,0,6439,60,23,37,19,8,11,86,63,23,5429,2231,3198,3,2,1,773,378,395,21,17,4,48,23,25
Southwest University at El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,1498,1,1,0,2,0,2,32,17,15,1410,525,885,6,5,1,45,21,24,0,0,0,2,0,2
Southwestern Adventist University,,,,,,,,,,,,,,,,,,,,,,,,,,785,1,0,1,31,17,14,125,51,74,356,144,212,16,11,5,171,72,99,28,15,13,7,3,4
Southwestern Assemblies of God University,,,,,,,,,,,,,,,,,,,,,,,,,,1774,79,42,37,16,6,10,217,144,73,363,170,193,11,5,6,1030,463,567,37,12,25,11,3,8
Southwestern Baptist Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Christian College,,,,,,,,,,,,,,,,,,,,,,,,,,147,3,0,3,0,0,0,109,49,60,17,14,3,0,0,0,2,0,2,4,2,2,6,3,3
Southwestern University,79,1,1,0,2,1,1,2,1,1,8,4,4,0,0,0,65,34,31,0,0,0,1,1,0,1489,6,3,3,57,15,42,83,49,34,318,131,187,3,2,1,920,385,535,53,29,24,16,8,8
St Philip's College,96,1,0,1,1,1,0,13,7,6,27,14,13,0,0,0,32,19,13,22,12,10,0,0,0,11604,28,13,15,256,96,160,1062,443,619,6466,2802,3664,17,6,11,3194,1384,1810,382,153,229,134,59,75
St. Mary's University,131,1,1,0,10,9,1,4,3,1,16,11,5,1,1,0,99,61,38,0,0,0,0,0,0,2298,7,5,2,47,19,28,74,38,36,1550,662,888,2,1,1,328,170,158,17,7,10,67,29,38
Star College of Cosmetology 2,,,,,,,,,,,,,,,,,,,,,,,,,,83,0,0,0,0,0,0,21,3,18,20,1,19,0,0,0,42,0,42,0,0,0,0,0,0
Stephen F Austin State University,272,1,0,1,1,1,0,8,7,1,13,7,6,0,0,0,240,154,86,8,3,5,1,1,0,11058,55,20,35,141,50,91,2044,712,1332,1947,692,1255,6,2,4,6354,2346,4008,362,135,227,84,38,46
Strand Institute of Beauty & Esthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strayer University-Texas,,,,,,,,,,,,,,,,,,,,,,,,,,1558,7,1,6,18,8,10,867,235,632,257,104,153,3,1,2,285,117,168,63,23,40,48,18,30
Sul Ross State University,52,1,1,0,1,1,0,2,2,0,9,6,3,0,0,0,37,22,15,1,0,1,0,0,0,2256,23,13,10,12,5,7,160,129,31,1467,529,938,3,2,1,560,253,307,0,0,0,30,10,20
Tarleton State University,130,2,2,0,7,5,2,1,0,1,6,5,1,0,0,0,112,77,35,1,1,0,1,1,0,11463,72,33,39,115,46,69,958,366,592,2176,799,1377,12,6,6,7664,2990,4674,355,126,229,78,44,34
Tarrant County College District,324,6,1,5,23,13,10,43,15,28,30,17,13,0,0,0,221,100,121,1,0,1,0,0,0,51350,190,84,106,3091,1507,1584,8835,3295,5540,16570,6754,9816,103,62,41,20111,8995,11116,1367,579,788,621,286,335
Temple College,70,0,0,0,1,1,0,0,0,0,5,1,4,0,0,0,62,28,34,0,0,0,0,0,0,4946,36,13,23,93,30,63,756,258,498,1372,489,883,19,9,10,2577,893,1684,17,7,10,69,20,49
Texarkana College,42,0,0,0,0,0,0,3,1,2,2,1,1,0,0,0,36,11,25,1,1,0,0,0,0,4296,26,8,18,57,27,30,842,235,607,317,131,186,6,3,3,2767,1150,1617,175,73,102,71,24,47
Texas A & M International University,70,0,0,0,15,11,4,1,1,0,23,18,5,0,0,0,30,19,11,0,0,0,0,0,0,6591,7,5,2,28,14,14,23,17,6,6242,2464,3778,2,1,1,137,65,72,22,7,15,16,8,8
